muni_code,muni_kts,muni_name,county_kts,county_code,county_name
1006075,10051011506075,Koluszki - obszar wiejski (5),10051011506000,1006,Powiat łódzki wschodni
1006082,10051011506082,Nowosolna (2),10051011506000,1006,Powiat łódzki wschodni
1006103,10051011506103,Rzgów (3),10051011506000,1006,Powiat łódzki wschodni
1006104,10051011506104,Rzgów - miasto (4),10051011506000,1006,Powiat łódzki wschodni
1006105,10051011506105,Rzgów - obszar wiejski (5),10051011506000,1006,Powiat łódzki wschodni
1006113,10051011506113,Tuszyn (3),10051011506000,1006,Powiat łódzki wschodni
1006114,10051011506114,Tuszyn - miasto (4),10051011506000,1006,Powiat łódzki wschodni
1006115,10051011506115,Tuszyn - obszar wiejski (5),10051011506000,1006,Powiat łódzki wschodni
1007012,10051011707012,Białaczów (2),10051011707000,1007,Powiat opoczyński
1007023,10051011707023,Drzewica (3),10051011707000,1007,Powiat opoczyński
1007024,10051011707024,Drzewica - miasto (4),10051011707000,1007,Powiat opoczyński
1007025,10051011707025,Drzewica - obszar wiejski (5),10051011707000,1007,Powiat opoczyński
1007032,10051011707032,Mniszków (2),10051011707000,1007,Powiat opoczyński
1007043,10051011707043,Opoczno (3),10051011707000,1007,Powiat opoczyński
1007044,10051011707044,Opoczno - miasto (4),10051011707000,1007,Powiat opoczyński
1007045,10051011707045,Opoczno - obszar wiejski (5),10051011707000,1007,Powiat opoczyński
1007052,10051011707052,Paradyż (2),10051011707000,1007,Powiat opoczyński
1007062,10051011707062,Poświętne (2),10051011707000,1007,Powiat opoczyński
1007072,10051011707072,Sławno (2),10051011707000,1007,Powiat opoczyński
1007082,10051011707082,Żarnów (2),10051011707000,1007,Powiat opoczyński
1008011,10051011508011,Konstantynów Łódzki (1),10051011508000,1008,Powiat pabianicki
1008021,10051011508021,Pabianice (1),10051011508000,1008,Powiat pabianicki
1008032,10051011508032,Dłutów (2),10051011508000,1008,Powiat pabianicki
1008042,10051011508042,Dobroń (2),10051011508000,1008,Powiat pabianicki
1008052,10051011508052,Ksawerów (2),10051011508000,1008,Powiat pabianicki
1008062,10051011508062,Lutomiersk (2),10051011508000,1008,Powiat pabianicki
1008072,10051011508072,Pabianice (2),10051011508000,1008,Powiat pabianicki
1009013,10051011809013,Działoszyn (3),10051011809000,1009,Powiat pajęczański
1009014,10051011809014,Działoszyn - miasto (4),10051011809000,1009,Powiat pajęczański
1009015,10051011809015,Działoszyn - obszar wiejski (5),10051011809000,1009,Powiat pajęczański
1009022,10051011809022,Kiełczygłów (2),10051011809000,1009,Powiat pajęczański
1009032,10051011809032,Nowa Brzeźnica (2),10051011809000,1009,Powiat pajęczański
1009043,10051011809043,Pajęczno (3),10051011809000,1009,Powiat pajęczański
1009044,10051011809044,Pajęczno - miasto (4),10051011809000,1009,Powiat pajęczański
1009045,10051011809045,Pajęczno - obszar wiejski (5),10051011809000,1009,Powiat pajęczański
1009052,10051011809052,Rząśnia (2),10051011809000,1009,Powiat pajęczański
1009062,10051011809062,Siemkowice (2),10051011809000,1009,Powiat pajęczański
1009072,10051011809072,Strzelce Wielkie (2),10051011809000,1009,Powiat pajęczański
1009082,10051011809082,Sulmierzyce (2),10051011809000,1009,Powiat pajęczański
1010012,10051011710012,Aleksandrów (2),10051011710000,1010,Powiat piotrkowski
1010022,10051011710022,Czarnocin (2),10051011710000,1010,Powiat piotrkowski
1010032,10051011710032,Gorzkowice (2),10051011710000,1010,Powiat piotrkowski
1010042,10051011710042,Grabica (2),10051011710000,1010,Powiat piotrkowski
1010052,10051011710052,Łęki Szlacheckie (2),10051011710000,1010,Powiat piotrkowski
1010062,10051011710062,Moszczenica (2),10051011710000,1010,Powiat piotrkowski
1010072,10051011710072,Ręczno (2),10051011710000,1010,Powiat piotrkowski
1010082,10051011710082,Rozprza (2),10051011710000,1010,Powiat piotrkowski
1010093,10051011710093,Sulejów (3),10051011710000,1010,Powiat piotrkowski
1010094,10051011710094,Sulejów - miasto (4),10051011710000,1010,Powiat piotrkowski
1010095,10051011710095,Sulejów - obszar wiejski (5),10051011710000,1010,Powiat piotrkowski
1010102,10051011710102,Wola Krzysztoporska (2),10051011710000,1010,Powiat piotrkowski
1010113,10051011710113,Wolbórz (3),10051011710000,1010,Powiat piotrkowski
1010114,10051011710114,Wolbórz - miasto (4),10051011710000,1010,Powiat piotrkowski
1010115,10051011710115,Wolbórz - obszar wiejski (5),10051011710000,1010,Powiat piotrkowski
1011012,10051011811012,Dalików (2),10051011811000,1011,Powiat poddębicki
1011022,10051011811022,Pęczniew (2),10051011811000,1011,Powiat poddębicki
1011033,10051011811033,Poddębice (3),10051011811000,1011,Powiat poddębicki
1011034,10051011811034,Poddębice - miasto (4),10051011811000,1011,Powiat poddębicki
1011035,10051011811035,Poddębice - obszar wiejski (5),10051011811000,1011,Powiat poddębicki
1011043,10051011811043,Uniejów (3),10051011811000,1011,Powiat poddębicki
1011044,10051011811044,Uniejów - miasto (4),10051011811000,1011,Powiat poddębicki
1011045,10051011811045,Uniejów - obszar wiejski (5),10051011811000,1011,Powiat poddębicki
1011052,10051011811052,Wartkowice (2),10051011811000,1011,Powiat poddębicki
1011062,10051011811062,Zadzim (2),10051011811000,1011,Powiat poddębicki
1012011,10051011712011,Radomsko (1),10051011712000,1012,Powiat radomszczański
1012022,10051011712022,Dobryszyce (2),10051011712000,1012,Powiat radomszczański
1012032,10051011712032,Gidle (2),10051011712000,1012,Powiat radomszczański
1012042,10051011712042,Gomunice (2),10051011712000,1012,Powiat radomszczański
1012053,10051011712053,Kamieńsk (3),10051011712000,1012,Powiat radomszczański
1012054,10051011712054,Kamieńsk - miasto (4),10051011712000,1012,Powiat radomszczański
1012055,10051011712055,Kamieńsk - obszar wiejski (5),10051011712000,1012,Powiat radomszczański
1012062,10051011712062,Kobiele Wielkie (2),10051011712000,1012,Powiat radomszczański
1012072,10051011712072,Kodrąb (2),10051011712000,1012,Powiat radomszczański
1012082,10051011712082,Lgota Wielka (2),10051011712000,1012,Powiat radomszczański
1012092,10051011712092,Ładzice (2),10051011712000,1012,Powiat radomszczański
1012102,10051011712102,Masłowice (2),10051011712000,1012,Powiat radomszczański
1012113,10051011712113,Przedbórz (3),10051011712000,1012,Powiat radomszczański
1012114,10051011712114,Przedbórz - miasto (4),10051011712000,1012,Powiat radomszczański
1012115,10051011712115,Przedbórz - obszar wiejski (5),10051011712000,1012,Powiat radomszczański
1012122,10051011712122,Radomsko (2),10051011712000,1012,Powiat radomszczański
1012132,10051011712132,Wielgomłyny (2),10051011712000,1012,Powiat radomszczański
1012142,10051011712142,Żytno (2),10051011712000,1012,Powiat radomszczański
1013011,10051011913011,Rawa Mazowiecka (1),10051011913000,1013,Powiat rawski
1013023,10051011913023,Biała Rawska (3),10051011913000,1013,Powiat rawski
1013024,10051011913024,Biała Rawska - miasto (4),10051011913000,1013,Powiat rawski
1013025,10051011913025,Biała Rawska - obszar wiejski (5),10051011913000,1013,Powiat rawski
1013032,10051011913032,Cielądz (2),10051011913000,1013,Powiat rawski
1013042,10051011913042,Rawa Mazowiecka (2),10051011913000,1013,Powiat rawski
1013052,10051011913052,Regnów (2),10051011913000,1013,Powiat rawski
1013062,10051011913062,Sadkowice (2),10051011913000,1013,Powiat rawski
1014011,10051011814011,Sieradz (1),10051011814000,1014,Powiat sieradzki
1014023,10051011814023,Błaszki (3),10051011814000,1014,Powiat sieradzki
1014024,10051011814024,Błaszki - miasto (4),10051011814000,1014,Powiat sieradzki
1014025,10051011814025,Błaszki - obszar wiejski (5),10051011814000,1014,Powiat sieradzki
1014032,10051011814032,Brąszewice (2),10051011814000,1014,Powiat sieradzki
1014042,10051011814042,Brzeźnio (2),10051011814000,1014,Powiat sieradzki
1014052,10051011814052,Burzenin (2),10051011814000,1014,Powiat sieradzki
1014062,10051011814062,Goszczanów (2),10051011814000,1014,Powiat sieradzki
1014072,10051011814072,Klonowa (2),10051011814000,1014,Powiat sieradzki
1014082,10051011814082,Sieradz (2),10051011814000,1014,Powiat sieradzki
1014093,10051011814093,Warta (3),10051011814000,1014,Powiat sieradzki
1014094,10051011814094,Warta - miasto (4),10051011814000,1014,Powiat sieradzki
1014095,10051011814095,Warta - obszar wiejski (5),10051011814000,1014,Powiat sieradzki
1014102,10051011814102,Wróblew (2),10051011814000,1014,Powiat sieradzki
1014113,10051011814113,Złoczew (3),10051011814000,1014,Powiat sieradzki
1014114,10051011814114,Złoczew - miasto (4),10051011814000,1014,Powiat sieradzki
1014115,10051011814115,Złoczew - obszar wiejski (5),10051011814000,1014,Powiat sieradzki
1015012,10051011915012,Bolimów (2),10051011915000,1015,Powiat skierniewicki
1015022,10051011915022,Głuchów (2),10051011915000,1015,Powiat skierniewicki
1015032,10051011915032,Godzianów (2),10051011915000,1015,Powiat skierniewicki
1015042,10051011915042,Kowiesy (2),10051011915000,1015,Powiat skierniewicki
1015052,10051011915052,Lipce Reymontowskie (2),10051011915000,1015,Powiat skierniewicki
1015062,10051011915062,Maków (2),10051011915000,1015,Powiat skierniewicki
1015072,10051011915072,Nowy Kawęczyn (2),10051011915000,1015,Powiat skierniewicki
1015082,10051011915082,Skierniewice (2),10051011915000,1015,Powiat skierniewicki
1015092,10051011915092,Słupia (2),10051011915000,1015,Powiat skierniewicki
1016011,10051011716011,Tomaszów Mazowiecki (1),10051011716000,1016,Powiat tomaszowski
1016022,10051011716022,Będków (2),10051011716000,1016,Powiat tomaszowski
1016032,10051011716032,Budziszewice (2),10051011716000,1016,Powiat tomaszowski
1016042,10051011716042,Czerniewice (2),10051011716000,1016,Powiat tomaszowski
1016052,10051011716052,Inowłódz (2),10051011716000,1016,Powiat tomaszowski
1016062,10051011716062,Lubochnia (2),10051011716000,1016,Powiat tomaszowski
1016072,10051011716072,Rokiciny (2),10051011716000,1016,Powiat tomaszowski
1016082,10051011716082,Rzeczyca (2),10051011716000,1016,Powiat tomaszowski
1016092,10051011716092,Tomaszów Mazowiecki (2),10051011716000,1016,Powiat tomaszowski
1016102,10051011716102,Ujazd (2),10051011716000,1016,Powiat tomaszowski
1016112,10051011716112,Żelechlinek (2),10051011716000,1016,Powiat tomaszowski
1017012,10051011817012,Biała (2),10051011817000,1017,Powiat wieluński
1017022,10051011817022,Czarnożyły (2),10051011817000,1017,Powiat wieluński
1017032,10051011817032,Konopnica (2),10051011817000,1017,Powiat wieluński
1017042,10051011817042,Mokrsko (2),10051011817000,1017,Powiat wieluński
1017052,10051011817052,Osjaków (2),10051011817000,1017,Powiat wieluński
1017062,10051011817062,Ostrówek (2),10051011817000,1017,Powiat wieluński
1017072,10051011817072,Pątnów (2),10051011817000,1017,Powiat wieluński
1017082,10051011817082,Skomlin (2),10051011817000,1017,Powiat wieluński
1017093,10051011817093,Wieluń (3),10051011817000,1017,Powiat wieluński
1017094,10051011817094,Wieluń - miasto (4),10051011817000,1017,Powiat wieluński
1017095,10051011817095,Wieluń - obszar wiejski (5),10051011817000,1017,Powiat wieluński
1017102,10051011817102,Wierzchlas (2),10051011817000,1017,Powiat wieluński
1018012,10051011818012,Bolesławiec (2),10051011818000,1018,Powiat wieruszowski
1018022,10051011818022,Czastary (2),10051011818000,1018,Powiat wieruszowski
1018032,10051011818032,Galewice (2),10051011818000,1018,Powiat wieruszowski
1018043,10051011818043,Lututów (3),10051011818000,1018,Powiat wieruszowski
1018044,10051011818044,Lututów - miasto (4),10051011818000,1018,Powiat wieruszowski
1018045,10051011818045,Lututów - obszar wiejski (5),10051011818000,1018,Powiat wieruszowski
1018052,10051011818052,Łubnice (2),10051011818000,1018,Powiat wieruszowski
1018062,10051011818062,Sokolniki (2),10051011818000,1018,Powiat wieruszowski
1018073,10051011818073,Wieruszów (3),10051011818000,1018,Powiat wieruszowski
1018074,10051011818074,Wieruszów - miasto (4),10051011818000,1018,Powiat wieruszowski
1018075,10051011818075,Wieruszów - obszar wiejski (5),10051011818000,1018,Powiat wieruszowski
1019011,10051011819011,Zduńska Wola (1),10051011819000,1019,Powiat zduńskowolski
1019023,10051011819023,Szadek (3),10051011819000,1019,Powiat zduńskowolski
1019024,10051011819024,Szadek - miasto (4),10051011819000,1019,Powiat zduńskowolski
1019025,10051011819025,Szadek - obszar wiejski (5),10051011819000,1019,Powiat zduńskowolski
1019032,10051011819032,Zapolice (2),10051011819000,1019,Powiat zduńskowolski
1019042,10051011819042,Zduńska Wola (2),10051011819000,1019,Powiat zduńskowolski
1020011,10051011520011,Głowno (1),10051011520000,1020,Powiat zgierski
1020021,10051011520021,Ozorków (1),10051011520000,1020,Powiat zgierski
1020031,10051011520031,Zgierz (1),10051011520000,1020,Powiat zgierski
1020043,10051011520043,Aleksandrów Łódzki (3),10051011520000,1020,Powiat zgierski
1020044,10051011520044,Aleksandrów Łódzki - miasto (4),10051011520000,1020,Powiat zgierski
1020045,10051011520045,Aleksandrów Łódzki - obszar wiejski (5),10051011520000,1020,Powiat zgierski
1020052,10051011520052,Głowno (2),10051011520000,1020,Powiat zgierski
1020062,10051011520062,Ozorków (2),10051011520000,1020,Powiat zgierski
1020072,10051011520072,Parzęczew (2),10051011520000,1020,Powiat zgierski
1020083,10051011520083,Stryków (3),10051011520000,1020,Powiat zgierski
1020084,10051011520084,Stryków - miasto (4),10051011520000,1020,Powiat zgierski
1020085,10051011520085,Stryków - obszar wiejski (5),10051011520000,1020,Powiat zgierski
1020092,10051011520092,Zgierz (2),10051011520000,1020,Powiat zgierski
1021011,10051011521011,Brzeziny (1),10051011521000,1021,Powiat brzeziński
1021022,10051011521022,Brzeziny (2),10051011521000,1021,Powiat brzeziński
1021032,10051011521032,Dmosin (2),10051011521000,1021,Powiat brzeziński
1021042,10051011521042,Jeżów (2),10051011521000,1021,Powiat brzeziński
1021052,10051011521052,Rogów (2),10051011521000,1021,Powiat brzeziński
1061011,10051011661011,Łódź (1),10051011661000,1061,Powiat m. Łódź
1061029,10051011661029,Łódź-Bałuty - delegatura (9),10051011661000,1061,Powiat m. Łódź
1061039,10051011661039,Łódź-Górna - delegatura (9),10051011661000,1061,Powiat m. Łódź
1061049,10051011661049,Łódź-Polesie - delegatura (9),10051011661000,1061,Powiat m. Łódź
1061059,10051011661059,Łódź-Śródmieście - delegatura (9),10051011661000,1061,Powiat m. Łódź
1061069,10051011661069,Łódź-Widzew - delegatura (9),10051011661000,1061,Powiat m. Łódź
1062011,10051011762011,Piotrków Trybunalski (1),10051011762000,1062,Powiat m. Piotrków Trybunalski
1063011,10051011963011,Skierniewice (1),10051011963000,1063,Powiat m. Skierniewice
1201011,10011212001011,Bochnia (1),10011212001000,1201,Powiat bocheński
1201022,10011212001022,Bochnia (2),10011212001000,1201,Powiat bocheński
1201032,10011212001032,Drwinia (2),10011212001000,1201,Powiat bocheński
1201042,10011212001042,Lipnica Murowana (2),10011212001000,1201,Powiat bocheński
1201052,10011212001052,Łapanów (2),10011212001000,1201,Powiat bocheński
1201063,10011212001063,Nowy Wiśnicz (3),10011212001000,1201,Powiat bocheński
1201064,10011212001064,Nowy Wiśnicz - miasto (4),10011212001000,1201,Powiat bocheński
1201065,10011212001065,Nowy Wiśnicz - obszar wiejski (5),10011212001000,1201,Powiat bocheński
1201072,10011212001072,Rzezawa (2),10011212001000,1201,Powiat bocheński
1201082,10011212001082,Trzciana (2),10011212001000,1201,Powiat bocheński
1201092,10011212001092,Żegocina (2),10011212001000,1201,Powiat bocheński
1202012,10011212402012,Borzęcin (2),10011212402000,1202,Powiat brzeski
1202023,10011212402023,Brzesko (3),10011212402000,1202,Powiat brzeski
1202024,10011212402024,Brzesko - miasto (4),10011212402000,1202,Powiat brzeski
1202025,10011212402025,Brzesko - obszar wiejski (5),10011212402000,1202,Powiat brzeski
1202033,10011212402033,Czchów (3),10011212402000,1202,Powiat brzeski
1202034,10011212402034,Czchów - miasto (4),10011212402000,1202,Powiat brzeski
1202035,10011212402035,Czchów - obszar wiejski (5),10011212402000,1202,Powiat brzeski
1202042,10011212402042,Dębno (2),10011212402000,1202,Powiat brzeski
1202052,10011212402052,Gnojnik (2),10011212402000,1202,Powiat brzeski
1202062,10011212402062,Iwkowa (2),10011212402000,1202,Powiat brzeski
1202072,10011212402072,Szczurowa (2),10011212402000,1202,Powiat brzeski
1203013,10011212303013,Alwernia (3),10011212303000,1203,Powiat chrzanowski
1203014,10011212303014,Alwernia - miasto (4),10011212303000,1203,Powiat chrzanowski
1203015,10011212303015,Alwernia - obszar wiejski (5),10011212303000,1203,Powiat chrzanowski
1203022,10011212303022,Babice (2),10011212303000,1203,Powiat chrzanowski
1203033,10011212303033,Chrzanów (3),10011212303000,1203,Powiat chrzanowski
1203034,10011212303034,Chrzanów - miasto (4),10011212303000,1203,Powiat chrzanowski
1203035,10011212303035,Chrzanów - obszar wiejski (5),10011212303000,1203,Powiat chrzanowski
1203043,10011212303043,Libiąż (3),10011212303000,1203,Powiat chrzanowski
1203044,10011212303044,Libiąż - miasto (4),10011212303000,1203,Powiat chrzanowski
1203045,10011212303045,Libiąż - obszar wiejski (5),10011212303000,1203,Powiat chrzanowski
1203053,10011212303053,Trzebinia (3),10011212303000,1203,Powiat chrzanowski
1203054,10011212303054,Trzebinia - miasto (4),10011212303000,1203,Powiat chrzanowski
1203055,10011212303055,Trzebinia - obszar wiejski (5),10011212303000,1203,Powiat chrzanowski
1204012,10011212404012,Bolesław (2),10011212404000,1204,Powiat dąbrowski
1204023,10011212404023,Dąbrowa Tarnowska (3),10011212404000,1204,Powiat dąbrowski
1204024,10011212404024,Dąbrowa Tarnowska - miasto (4),10011212404000,1204,Powiat dąbrowski
1204025,10011212404025,Dąbrowa Tarnowska - obszar wiejski (5),10011212404000,1204,Powiat dąbrowski
1204032,10011212404032,Gręboszów (2),10011212404000,1204,Powiat dąbrowski
1204042,10011212404042,Mędrzechów (2),10011212404000,1204,Powiat dąbrowski
1204052,10011212404052,Olesno (2),10011212404000,1204,Powiat dąbrowski
1204062,10011212404062,Radgoszcz (2),10011212404000,1204,Powiat dąbrowski
1204073,10011212404073,Szczucin (3),10011212404000,1204,Powiat dąbrowski
1204074,10011212404074,Szczucin - miasto (4),10011212404000,1204,Powiat dąbrowski
1204075,10011212404075,Szczucin - obszar wiejski (5),10011212404000,1204,Powiat dąbrowski
1205011,10011212205011,Gorlice (1),10011212205000,1205,Powiat gorlicki
1205023,10011212205023,Biecz (3),10011212205000,1205,Powiat gorlicki
1205024,10011212205024,Biecz - miasto (4),10011212205000,1205,Powiat gorlicki
1205025,10011212205025,Biecz - obszar wiejski (5),10011212205000,1205,Powiat gorlicki
1205033,10011212205033,Bobowa (3),10011212205000,1205,Powiat gorlicki
1205034,10011212205034,Bobowa - miasto (4),10011212205000,1205,Powiat gorlicki
1205035,10011212205035,Bobowa - obszar wiejski (5),10011212205000,1205,Powiat gorlicki
1205042,10011212205042,Gorlice (2),10011212205000,1205,Powiat gorlicki
1205052,10011212205052,Lipinki (2),10011212205000,1205,Powiat gorlicki
1205062,10011212205062,Łużna (2),10011212205000,1205,Powiat gorlicki
1205072,10011212205072,Moszczenica (2),10011212205000,1205,Powiat gorlicki
1205082,10011212205082,Ropa (2),10011212205000,1205,Powiat gorlicki
1205092,10011212205092,Sękowa (2),10011212205000,1205,Powiat gorlicki
1205102,10011212205102,Uście Gorlickie (2),10011212205000,1205,Powiat gorlicki
1206012,10011212006012,Czernichów (2),10011212006000,1206,Powiat krakowski
1206022,10011212006022,Igołomia-Wawrzeńczyce (2),10011212006000,1206,Powiat krakowski
1206032,10011212006032,Iwanowice (2),10011212006000,1206,Powiat krakowski
1206042,10011212006042,Jerzmanowice-Przeginia (2),10011212006000,1206,Powiat krakowski
1206052,10011212006052,Kocmyrzów-Luborzyca (2),10011212006000,1206,Powiat krakowski
1206063,10011212006063,Krzeszowice (3),10011212006000,1206,Powiat krakowski
1206064,10011212006064,Krzeszowice - miasto (4),10011212006000,1206,Powiat krakowski
1206065,10011212006065,Krzeszowice - obszar wiejski (5),10011212006000,1206,Powiat krakowski
1206072,10011212006072,Liszki (2),10011212006000,1206,Powiat krakowski
1206082,10011212006082,Michałowice (2),10011212006000,1206,Powiat krakowski
1206092,10011212006092,Mogilany (2),10011212006000,1206,Powiat krakowski
1206103,10011212006103,Skała (3),10011212006000,1206,Powiat krakowski
1206104,10011212006104,Skała - miasto (4),10011212006000,1206,Powiat krakowski
1206105,10011212006105,Skała - obszar wiejski (5),10011212006000,1206,Powiat krakowski
1206113,10011212006113,Skawina (3),10011212006000,1206,Powiat krakowski
1206114,10011212006114,Skawina - miasto (4),10011212006000,1206,Powiat krakowski
1206115,10011212006115,Skawina - obszar wiejski (5),10011212006000,1206,Powiat krakowski
1206123,10011212006123,Słomniki (3),10011212006000,1206,Powiat krakowski
1206124,10011212006124,Słomniki - miasto (4),10011212006000,1206,Powiat krakowski
1206125,10011212006125,Słomniki - obszar wiejski (5),10011212006000,1206,Powiat krakowski
1206132,10011212006132,Sułoszowa (2),10011212006000,1206,Powiat krakowski
1206143,10011212006143,Świątniki Górne (3),10011212006000,1206,Powiat krakowski
1206144,10011212006144,Świątniki Górne - miasto (4),10011212006000,1206,Powiat krakowski
1206145,10011212006145,Świątniki Górne - obszar wiejski (5),10011212006000,1206,Powiat krakowski
1206152,10011212006152,Wielka Wieś (2),10011212006000,1206,Powiat krakowski
1206162,10011212006162,Zabierzów (2),10011212006000,1206,Powiat krakowski
1206172,10011212006172,Zielonki (2),10011212006000,1206,Powiat krakowski
1207011,10011212207011,Limanowa (1),10011212207000,1207,Powiat limanowski
1207021,10011212207021,Mszana Dolna (1),10011212207000,1207,Powiat limanowski
1207032,10011212207032,Dobra (2),10011212207000,1207,Powiat limanowski
1207042,10011212207042,Jodłownik (2),10011212207000,1207,Powiat limanowski
1207052,10011212207052,Kamienica (2),10011212207000,1207,Powiat limanowski
1207062,10011212207062,Laskowa (2),10011212207000,1207,Powiat limanowski
1207072,10011212207072,Limanowa (2),10011212207000,1207,Powiat limanowski
1207082,10011212207082,Łukowica (2),10011212207000,1207,Powiat limanowski
1207092,10011212207092,Mszana Dolna (2),10011212207000,1207,Powiat limanowski
1207102,10011212207102,Niedźwiedź (2),10011212207000,1207,Powiat limanowski
1207112,10011212207112,Słopnice (2),10011212207000,1207,Powiat limanowski
1207122,10011212207122,Tymbark (2),10011212207000,1207,Powiat limanowski
1208012,10011212008012,Charsznica (2),10011212008000,1208,Powiat miechowski
1208022,10011212008022,Gołcza (2),10011212008000,1208,Powiat miechowski
1208032,10011212008032,Kozłów (2),10011212008000,1208,Powiat miechowski
1208042,10011212008042,Książ Wielki (2),10011212008000,1208,Powiat miechowski
1208053,10011212008053,Miechów (3),10011212008000,1208,Powiat miechowski
1208054,10011212008054,Miechów - miasto (4),10011212008000,1208,Powiat miechowski
1208055,10011212008055,Miechów - obszar wiejski (5),10011212008000,1208,Powiat miechowski
1208062,10011212008062,Racławice (2),10011212008000,1208,Powiat miechowski
1208072,10011212008072,Słaboszów (2),10011212008000,1208,Powiat miechowski
1209013,10011212009013,Dobczyce (3),10011212009000,1209,Powiat myślenicki
1209014,10011212009014,Dobczyce - miasto (4),10011212009000,1209,Powiat myślenicki
1209015,10011212009015,Dobczyce - obszar wiejski (5),10011212009000,1209,Powiat myślenicki
1209022,10011212009022,Lubień (2),10011212009000,1209,Powiat myślenicki
1209033,10011212009033,Myślenice (3),10011212009000,1209,Powiat myślenicki
1209034,10011212009034,Myślenice - miasto (4),10011212009000,1209,Powiat myślenicki
1209035,10011212009035,Myślenice - obszar wiejski (5),10011212009000,1209,Powiat myślenicki
1209042,10011212009042,Pcim (2),10011212009000,1209,Powiat myślenicki
1209052,10011212009052,Raciechowice (2),10011212009000,1209,Powiat myślenicki
1209062,10011212009062,Siepraw (2),10011212009000,1209,Powiat myślenicki
1209073,10011212009073,Sułkowice (3),10011212009000,1209,Powiat myślenicki
1209074,10011212009074,Sułkowice - miasto (4),10011212009000,1209,Powiat myślenicki
1209075,10011212009075,Sułkowice - obszar wiejski (5),10011212009000,1209,Powiat myślenicki
1209082,10011212009082,Tokarnia (2),10011212009000,1209,Powiat myślenicki
1209092,10011212009092,Wiśniowa (2),10011212009000,1209,Powiat myślenicki
1210011,10011212210011,Grybów (1),10011212210000,1210,Powiat nowosądecki
1210022,10011212210022,Chełmiec (2),10011212210000,1210,Powiat nowosądecki
1210032,10011212210032,Gródek nad Dunajcem (2),10011212210000,1210,Powiat nowosądecki
1210042,10011212210042,Grybów (2),10011212210000,1210,Powiat nowosądecki
1210052,10011212210052,Kamionka Wielka (2),10011212210000,1210,Powiat nowosądecki
1210062,10011212210062,Korzenna (2),10011212210000,1210,Powiat nowosądecki
1210073,10011212210073,Krynica-Zdrój (3),10011212210000,1210,Powiat nowosądecki
1210074,10011212210074,Krynica-Zdrój - miasto (4),10011212210000,1210,Powiat nowosądecki
1210075,10011212210075,Krynica-Zdrój - obszar wiejski (5),10011212210000,1210,Powiat nowosądecki
1210082,10011212210082,Łabowa (2),10011212210000,1210,Powiat nowosądecki
1210092,10011212210092,Łącko (2),10011212210000,1210,Powiat nowosądecki
1210102,10011212210102,Łososina Dolna (2),10011212210000,1210,Powiat nowosądecki
1210113,10011212210113,Muszyna (3),10011212210000,1210,Powiat nowosądecki
1210114,10011212210114,Muszyna - miasto (4),10011212210000,1210,Powiat nowosądecki
1210115,10011212210115,Muszyna - obszar wiejski (5),10011212210000,1210,Powiat nowosądecki
1210122,10011212210122,Nawojowa (2),10011212210000,1210,Powiat nowosądecki
1210133,10011212210133,Piwniczna-Zdrój (3),10011212210000,1210,Powiat nowosądecki
1210134,10011212210134,Piwniczna-Zdrój - miasto (4),10011212210000,1210,Powiat nowosądecki
1210135,10011212210135,Piwniczna-Zdrój - obszar wiejski (5),10011212210000,1210,Powiat nowosądecki
1210142,10011212210142,Podegrodzie (2),10011212210000,1210,Powiat nowosądecki
1210152,10011212210152,Rytro (2),10011212210000,1210,Powiat nowosądecki
1210163,10011212210163,Stary Sącz (3),10011212210000,1210,Powiat nowosądecki
1210164,10011212210164,Stary Sącz - miasto (4),10011212210000,1210,Powiat nowosądecki
1210165,10011212210165,Stary Sącz - obszar wiejski (5),10011212210000,1210,Powiat nowosądecki
1211011,10011216911011,Nowy Targ (1),10011216911000,1211,Powiat nowotarski
1211023,10011216911023,Szczawnica (3),10011216911000,1211,Powiat nowotarski
1211024,10011216911024,Szczawnica - miasto (4),10011216911000,1211,Powiat nowotarski
1211025,10011216911025,Szczawnica - obszar wiejski (5),10011216911000,1211,Powiat nowotarski
1211032,10011216911032,Czarny Dunajec (2),10011216911000,1211,Powiat nowotarski
1211042,10011216911042,Czorsztyn (2),10011216911000,1211,Powiat nowotarski
1211052,10011216911052,Jabłonka (2),10011216911000,1211,Powiat nowotarski
1211062,10011216911062,Krościenko nad Dunajcem (2),10011216911000,1211,Powiat nowotarski
1211072,10011216911072,Lipnica Wielka (2),10011216911000,1211,Powiat nowotarski
1211082,10011216911082,Łapsze Niżne (2),10011216911000,1211,Powiat nowotarski
1211092,10011216911092,Nowy Targ (2),10011216911000,1211,Powiat nowotarski
1211102,10011216911102,Ochotnica Dolna (2),10011216911000,1211,Powiat nowotarski
1211112,10011216911112,Raba Wyżna (2),10011216911000,1211,Powiat nowotarski
1211123,10011216911123,Rabka-Zdrój (3),10011216911000,1211,Powiat nowotarski
1211124,10011216911124,Rabka-Zdrój - miasto (4),10011216911000,1211,Powiat nowotarski
1211125,10011216911125,Rabka-Zdrój - obszar wiejski (5),10011216911000,1211,Powiat nowotarski
1211132,10011216911132,Spytkowice (2),10011216911000,1211,Powiat nowotarski
1211142,10011216911142,Szaflary (2),10011216911000,1211,Powiat nowotarski
1212011,10011212312011,Bukowno (1),10011212312000,1212,Powiat olkuski
1212032,10011212312032,Bolesław (2),10011212312000,1212,Powiat olkuski
