,county_code,sex,education,pse1_nc_pop,pse2_nc_emp,county_kts,county_name
498,610,females,"lower secondary, primary and incomplete primary",5130,470,10060611110000,Powiat łęczyński
499,610,females,tertiary,6059,4639,10060611110000,Powiat łęczyński
500,610,males,basic vocational or basic sectoral vocational,6277,3345,10060611110000,Powiat łęczyński
501,610,males,general secondary and post-secondary,8000,6139,10060611110000,Powiat łęczyński
502,610,males,"lower secondary, primary and incomplete primary",4578,1042,10060611110000,Powiat łęczyński
503,610,males,tertiary,3346,2741,10060611110000,Powiat łęczyński
504,611,females,basic vocational or basic sectoral vocational,8571,4055,10060611211000,Powiat łukowski
505,611,females,general secondary and post-secondary,12579,7403,10060611211000,Powiat łukowski
506,611,females,"lower secondary, primary and incomplete primary",10579,1047,10060611211000,Powiat łukowski
507,611,females,tertiary,9852,7735,10060611211000,Powiat łukowski
508,611,males,basic vocational or basic sectoral vocational,12944,8442,10060611211000,Powiat łukowski
509,611,males,general secondary and post-secondary,12542,9596,10060611211000,Powiat łukowski
510,611,males,"lower secondary, primary and incomplete primary",10597,2897,10060611211000,Powiat łukowski
511,611,males,tertiary,5204,4253,10060611211000,Powiat łukowski
512,612,females,basic vocational or basic sectoral vocational,4617,1936,10060611212000,Powiat opolski
513,612,females,general secondary and post-secondary,8387,4835,10060611212000,Powiat opolski
514,612,females,"lower secondary, primary and incomplete primary",5851,571,10060611212000,Powiat opolski
515,612,females,tertiary,5146,3790,10060611212000,Powiat opolski
516,612,males,basic vocational or basic sectoral vocational,6872,3967,10060611212000,Powiat opolski
517,612,males,general secondary and post-secondary,7915,5643,10060611212000,Powiat opolski
518,612,males,"lower secondary, primary and incomplete primary",5258,1251,10060611212000,Powiat opolski
519,612,males,tertiary,2954,2280,10060611212000,Powiat opolski
520,613,females,basic vocational or basic sectoral vocational,2275,836,10060610913000,Powiat parczewski
521,613,females,general secondary and post-secondary,4671,2610,10060610913000,Powiat parczewski
522,613,females,"lower secondary, primary and incomplete primary",3433,291,10060610913000,Powiat parczewski
523,613,females,tertiary,3284,2386,10060610913000,Powiat parczewski
524,613,males,basic vocational or basic sectoral vocational,3700,2067,10060610913000,Powiat parczewski
525,613,males,general secondary and post-secondary,4666,3310,10060610913000,Powiat parczewski
526,613,males,"lower secondary, primary and incomplete primary",3162,661,10060610913000,Powiat parczewski
527,613,males,tertiary,1935,1475,10060610913000,Powiat parczewski
528,614,females,basic vocational or basic sectoral vocational,8269,2944,10060611214000,Powiat puławski
529,614,females,general secondary and post-secondary,16299,8217,10060611214000,Powiat puławski
530,614,females,"lower secondary, primary and incomplete primary",8681,613,10060611214000,Powiat puławski
531,614,females,tertiary,13902,10064,10060611214000,Powiat puławski
532,614,males,basic vocational or basic sectoral vocational,12063,6368,10060611214000,Powiat puławski
533,614,males,general secondary and post-secondary,15077,10295,10060611214000,Powiat puławski
534,614,males,"lower secondary, primary and incomplete primary",7645,1436,10060611214000,Powiat puławski
535,614,males,tertiary,8689,6662,10060611214000,Powiat puławski
536,615,females,basic vocational or basic sectoral vocational,4577,2088,10060610915000,Powiat radzyński
537,615,females,general secondary and post-secondary,7421,4420,10060610915000,Powiat radzyński
538,615,females,"lower secondary, primary and incomplete primary",5625,485,10060610915000,Powiat radzyński
539,615,females,tertiary,5235,3946,10060610915000,Powiat radzyński
540,615,males,basic vocational or basic sectoral vocational,7261,4433,10060610915000,Powiat radzyński
541,615,males,general secondary and post-secondary,7294,5438,10060610915000,Powiat radzyński
542,615,males,"lower secondary, primary and incomplete primary",5599,1481,10060610915000,Powiat radzyński
543,615,males,tertiary,2928,2332,10060610915000,Powiat radzyński
544,616,females,basic vocational or basic sectoral vocational,3913,1555,10060611216000,Powiat rycki
545,616,females,general secondary and post-secondary,8127,4398,10060611216000,Powiat rycki
546,616,females,"lower secondary, primary and incomplete primary",4413,270,10060611216000,Powiat rycki
547,616,females,tertiary,5437,4107,10060611216000,Powiat rycki
548,616,males,basic vocational or basic sectoral vocational,5659,3194,10060611216000,Powiat rycki
549,616,males,general secondary and post-secondary,8695,6172,10060611216000,Powiat rycki
550,616,males,"lower secondary, primary and incomplete primary",3716,562,10060611216000,Powiat rycki
551,616,males,tertiary,3554,2745,10060611216000,Powiat rycki
552,617,females,basic vocational or basic sectoral vocational,4592,1511,10060611117000,Powiat świdnicki
553,617,females,general secondary and post-secondary,10344,5326,10060611117000,Powiat świdnicki
554,617,females,"lower secondary, primary and incomplete primary",5507,389,10060611117000,Powiat świdnicki
555,617,females,tertiary,9342,7030,10060611117000,Powiat świdnicki
556,617,males,basic vocational or basic sectoral vocational,6675,3378,10060611117000,Powiat świdnicki
557,617,males,general secondary and post-secondary,10398,6933,10060611117000,Powiat świdnicki
558,617,males,"lower secondary, primary and incomplete primary",4934,884,10060611117000,Powiat świdnicki
559,617,males,tertiary,5986,4674,10060611117000,Powiat świdnicki
560,618,females,basic vocational or basic sectoral vocational,5678,2354,10060611018000,Powiat tomaszowski
561,618,females,general secondary and post-secondary,11396,6096,10060611018000,Powiat tomaszowski
562,618,females,"lower secondary, primary and incomplete primary",8599,775,10060611018000,Powiat tomaszowski
563,618,females,tertiary,7773,5566,10060611018000,Powiat tomaszowski
564,618,males,basic vocational or basic sectoral vocational,9419,5588,10060611018000,Powiat tomaszowski
565,618,males,general secondary and post-secondary,10899,7454,10060611018000,Powiat tomaszowski
566,618,males,"lower secondary, primary and incomplete primary",7570,1649,10060611018000,Powiat tomaszowski
567,618,males,tertiary,4701,3536,10060611018000,Powiat tomaszowski
568,619,females,basic vocational or basic sectoral vocational,2398,830,10060610919000,Powiat włodawski
569,619,females,general secondary and post-secondary,5304,2559,10060610919000,Powiat włodawski
570,619,females,"lower secondary, primary and incomplete primary",3831,343,10060610919000,Powiat włodawski
571,619,females,tertiary,3534,2535,10060610919000,Powiat włodawski
572,619,males,basic vocational or basic sectoral vocational,3743,1866,10060610919000,Powiat włodawski
573,619,males,general secondary and post-secondary,5231,3351,10060610919000,Powiat włodawski
574,619,males,"lower secondary, primary and incomplete primary",3658,796,10060610919000,Powiat włodawski
575,619,males,tertiary,2248,1686,10060610919000,Powiat włodawski
576,620,females,basic vocational or basic sectoral vocational,8068,3551,10060611020000,Powiat zamojski
577,620,females,general secondary and post-secondary,14063,7548,10060611020000,Powiat zamojski
578,620,females,"lower secondary, primary and incomplete primary",10896,867,10060611020000,Powiat zamojski
579,620,females,tertiary,10023,7427,10060611020000,Powiat zamojski
580,620,males,basic vocational or basic sectoral vocational,13028,7759,10060611020000,Powiat zamojski
581,620,males,general secondary and post-secondary,13857,9703,10060611020000,Powiat zamojski
582,620,males,"lower secondary, primary and incomplete primary",9778,2168,10060611020000,Powiat zamojski
583,620,males,tertiary,5775,4444,10060611020000,Powiat zamojski
584,661,females,basic vocational or basic sectoral vocational,3234,998,10060610961000,Powiat m. Biała Podlaska
585,661,females,general secondary and post-secondary,8312,3820,10060610961000,Powiat m. Biała Podlaska
586,661,females,"lower secondary, primary and incomplete primary",3050,251,10060610961000,Powiat m. Biała Podlaska
587,661,females,tertiary,8632,6293,10060610961000,Powiat m. Biała Podlaska
588,661,males,basic vocational or basic sectoral vocational,4612,2259,10060610961000,Powiat m. Biała Podlaska
589,661,males,general secondary and post-secondary,7791,4897,10060610961000,Powiat m. Biała Podlaska
590,661,males,"lower secondary, primary and incomplete primary",2992,570,10060610961000,Powiat m. Biała Podlaska
591,661,males,tertiary,5870,4464,10060610961000,Powiat m. Biała Podlaska
592,662,females,basic vocational or basic sectoral vocational,3591,863,10060611062000,Powiat m. Chełm
593,662,females,general secondary and post-secondary,9567,4012,10060611062000,Powiat m. Chełm
594,662,females,"lower secondary, primary and incomplete primary",3997,231,10060611062000,Powiat m. Chełm
595,662,females,tertiary,8964,6225,10060611062000,Powiat m. Chełm
596,662,males,basic vocational or basic sectoral vocational,4717,1874,10060611062000,Powiat m. Chełm
597,662,males,general secondary and post-secondary,8967,5181,10060611062000,Powiat m. Chełm
598,662,males,"lower secondary, primary and incomplete primary",3552,541,10060611062000,Powiat m. Chełm
599,662,males,tertiary,5782,4193,10060611062000,Powiat m. Chełm
600,663,females,basic vocational or basic sectoral vocational,15650,4605,10060611163000,Powiat m. Lublin
601,663,females,general secondary and post-secondary,45630,20262,10060611163000,Powiat m. Lublin
602,663,females,"lower secondary, primary and incomplete primary",17231,1641,10060611163000,Powiat m. Lublin
603,663,females,tertiary,67770,48846,10060611163000,Powiat m. Lublin
604,663,males,basic vocational or basic sectoral vocational,19981,8915,10060611163000,Powiat m. Lublin
605,663,males,general secondary and post-secondary,41612,25871,10060611163000,Powiat m. Lublin
606,663,males,"lower secondary, primary and incomplete primary",16343,2967,10060611163000,Powiat m. Lublin
607,663,males,tertiary,46700,35901,10060611163000,Powiat m. Lublin
608,664,females,basic vocational or basic sectoral vocational,3406,976,10060611064000,Powiat m. Zamość
609,664,females,general secondary and post-secondary,9491,4111,10060611064000,Powiat m. Zamość
610,664,females,"lower secondary, primary and incomplete primary",3565,216,10060611064000,Powiat m. Zamość
611,664,females,tertiary,9391,6451,10060611064000,Powiat m. Zamość
612,664,males,basic vocational or basic sectoral vocational,4628,1963,10060611064000,Powiat m. Zamość
613,664,males,general secondary and post-secondary,8897,5371,10060611064000,Powiat m. Zamość
614,664,males,"lower secondary, primary and incomplete primary",3247,517,10060611064000,Powiat m. Zamość
615,664,males,tertiary,6142,4432,10060611064000,Powiat m. Zamość
616,801,females,basic vocational or basic sectoral vocational,5619,2524,10020811301000,Powiat gorzowski
617,801,females,general secondary and post-secondary,9400,5545,10020811301000,Powiat gorzowski
618,801,females,"lower secondary, primary and incomplete primary",6654,990,10020811301000,Powiat gorzowski
619,801,females,tertiary,7555,5898,10020811301000,Powiat gorzowski
620,801,males,basic vocational or basic sectoral vocational,9058,5756,10020811301000,Powiat gorzowski
621,801,males,general secondary and post-secondary,8819,6403,10020811301000,Powiat gorzowski
622,801,males,"lower secondary, primary and incomplete primary",6091,1772,10020811301000,Powiat gorzowski
623,801,males,tertiary,4952,3971,10020811301000,Powiat gorzowski
624,802,females,basic vocational or basic sectoral vocational,4979,1908,10020811402000,Powiat krośnieński
625,802,females,general secondary and post-secondary,7957,4347,10020811402000,Powiat krośnieński
626,802,females,"lower secondary, primary and incomplete primary",4919,551,10020811402000,Powiat krośnieński
627,802,females,tertiary,4374,3192,10020811402000,Powiat krośnieński
628,802,males,basic vocational or basic sectoral vocational,7258,4251,10020811402000,Powiat krośnieński
629,802,males,general secondary and post-secondary,7208,4922,10020811402000,Powiat krośnieński
630,802,males,"lower secondary, primary and incomplete primary",4327,1205,10020811402000,Powiat krośnieński
631,802,males,tertiary,2830,1933,10020811402000,Powiat krośnieński
632,803,females,basic vocational or basic sectoral vocational,5005,2002,10020811303000,Powiat międzyrzecki
633,803,females,general secondary and post-secondary,7883,4473,10020811303000,Powiat międzyrzecki
634,803,females,"lower secondary, primary and incomplete primary",5108,631,10020811303000,Powiat międzyrzecki
635,803,females,tertiary,5029,3706,10020811303000,Powiat międzyrzecki
636,803,males,basic vocational or basic sectoral vocational,7570,4494,10020811303000,Powiat międzyrzecki
637,803,males,general secondary and post-secondary,7350,5208,10020811303000,Powiat międzyrzecki
638,803,males,"lower secondary, primary and incomplete primary",4379,1116,10020811303000,Powiat międzyrzecki
639,803,males,tertiary,3273,2418,10020811303000,Powiat międzyrzecki
640,804,females,basic vocational or basic sectoral vocational,7180,2594,10020811404000,Powiat nowosolski
641,804,females,general secondary and post-secondary,12641,6710,10020811404000,Powiat nowosolski
642,804,females,"lower secondary, primary and incomplete primary",7448,916,10020811404000,Powiat nowosolski
643,804,females,tertiary,7322,5226,10020811404000,Powiat nowosolski
644,804,males,basic vocational or basic sectoral vocational,10843,5928,10020811404000,Powiat nowosolski
645,804,males,general secondary and post-secondary,11100,7515,10020811404000,Powiat nowosolski
646,804,males,"lower secondary, primary and incomplete primary",6506,1808,10020811404000,Powiat nowosolski
647,804,males,tertiary,4592,3309,10020811404000,Powiat nowosolski
648,805,females,basic vocational or basic sectoral vocational,3536,1578,10020811305000,Powiat słubicki
649,805,females,general secondary and post-secondary,6925,4085,10020811305000,Powiat słubicki
650,805,females,"lower secondary, primary and incomplete primary",4259,634,10020811305000,Powiat słubicki
651,805,females,tertiary,4194,3141,10020811305000,Powiat słubicki
652,805,males,basic vocational or basic sectoral vocational,5234,3169,10020811305000,Powiat słubicki
653,805,males,general secondary and post-secondary,6314,4390,10020811305000,Powiat słubicki
654,805,males,"lower secondary, primary and incomplete primary",3929,1227,10020811305000,Powiat słubicki
655,805,males,tertiary,2714,2005,10020811305000,Powiat słubicki
656,806,females,basic vocational or basic sectoral vocational,4571,1972,10020811306000,Powiat strzelecko-drezdenecki
657,806,females,general secondary and post-secondary,6245,3508,10020811306000,Powiat strzelecko-drezdenecki
658,806,females,"lower secondary, primary and incomplete primary",5078,662,10020811306000,Powiat strzelecko-drezdenecki
659,806,females,tertiary,3829,2863,10020811306000,Powiat strzelecko-drezdenecki
660,806,males,basic vocational or basic sectoral vocational,7221,4459,10020811306000,Powiat strzelecko-drezdenecki
661,806,males,general secondary and post-secondary,5595,3828,10020811306000,Powiat strzelecko-drezdenecki
662,806,males,"lower secondary, primary and incomplete primary",4572,1355,10020811306000,Powiat strzelecko-drezdenecki
663,806,males,tertiary,2155,1641,10020811306000,Powiat strzelecko-drezdenecki
664,807,females,basic vocational or basic sectoral vocational,2806,1277,10020811307000,Powiat sulęciński
665,807,females,general secondary and post-secondary,4854,2841,10020811307000,Powiat sulęciński
666,807,females,"lower secondary, primary and incomplete primary",3200,452,10020811307000,Powiat sulęciński
667,807,females,tertiary,2819,2095,10020811307000,Powiat sulęciński
668,807,males,basic vocational or basic sectoral vocational,4474,2687,10020811307000,Powiat sulęciński
669,807,males,general secondary and post-secondary,4769,3348,10020811307000,Powiat sulęciński
670,807,males,"lower secondary, primary and incomplete primary",2771,699,10020811307000,Powiat sulęciński
671,807,males,tertiary,1747,1317,10020811307000,Powiat sulęciński
672,808,females,basic vocational or basic sectoral vocational,4957,2074,10020811408000,Powiat świebodziński
673,808,females,general secondary and post-secondary,7982,4587,10020811408000,Powiat świebodziński
674,808,females,"lower secondary, primary and incomplete primary",4543,558,10020811408000,Powiat świebodziński
675,808,females,tertiary,5033,3679,10020811408000,Powiat świebodziński
676,808,males,basic vocational or basic sectoral vocational,7342,4407,10020811408000,Powiat świebodziński
677,808,males,general secondary and post-secondary,7139,5064,10020811408000,Powiat świebodziński
678,808,males,"lower secondary, primary and incomplete primary",4139,1107,10020811408000,Powiat świebodziński
679,808,males,tertiary,3153,2442,10020811408000,Powiat świebodziński
680,809,females,basic vocational or basic sectoral vocational,6767,2698,10020811409000,Powiat zielonogórski
681,809,females,general secondary and post-secondary,10344,5985,10020811409000,Powiat zielonogórski
682,809,females,"lower secondary, primary and incomplete primary",6225,757,10020811409000,Powiat zielonogórski
683,809,females,tertiary,7290,5582,10020811409000,Powiat zielonogórski
684,809,males,basic vocational or basic sectoral vocational,10547,6425,10020811409000,Powiat zielonogórski
685,809,males,general secondary and post-secondary,9356,6682,10020811409000,Powiat zielonogórski
686,809,males,"lower secondary, primary and incomplete primary",5547,1510,10020811409000,Powiat zielonogórski
687,809,males,tertiary,4695,3639,10020811409000,Powiat zielonogórski
688,810,females,basic vocational or basic sectoral vocational,6715,2254,10020811410000,Powiat żagański
689,810,females,general secondary and post-secondary,11483,6082,10020811410000,Powiat żagański
690,810,females,"lower secondary, primary and incomplete primary",7054,769,10020811410000,Powiat żagański
691,810,females,tertiary,6422,4613,10020811410000,Powiat żagański
692,810,males,basic vocational or basic sectoral vocational,9543,5136,10020811410000,Powiat żagański
693,810,males,general secondary and post-secondary,10612,7274,10020811410000,Powiat żagański
694,810,males,"lower secondary, primary and incomplete primary",5979,1360,10020811410000,Powiat żagański
695,810,males,tertiary,3992,2901,10020811410000,Powiat żagański
696,811,females,basic vocational or basic sectoral vocational,8841,3150,10020811411000,Powiat żarski
697,811,females,general secondary and post-secondary,14324,7628,10020811411000,Powiat żarski
698,811,females,"lower secondary, primary and incomplete primary",8225,953,10020811411000,Powiat żarski
699,811,females,tertiary,7867,5635,10020811411000,Powiat żarski
700,811,males,basic vocational or basic sectoral vocational,12222,6792,10020811411000,Powiat żarski
701,811,males,general secondary and post-secondary,12715,8679,10020811411000,Powiat żarski
702,811,males,"lower secondary, primary and incomplete primary",7094,1608,10020811411000,Powiat żarski
703,811,males,tertiary,5010,3591,10020811411000,Powiat żarski
704,812,females,basic vocational or basic sectoral vocational,4148,1674,10020811412000,Powiat wschowski
705,812,females,general secondary and post-secondary,4951,2707,10020811412000,Powiat wschowski
706,812,females,"lower secondary, primary and incomplete primary",3319,426,10020811412000,Powiat wschowski
707,812,females,tertiary,3082,2214,10020811412000,Powiat wschowski
708,812,males,basic vocational or basic sectoral vocational,5920,3634,10020811412000,Powiat wschowski
709,812,males,general secondary and post-secondary,4421,3155,10020811412000,Powiat wschowski
710,812,males,"lower secondary, primary and incomplete primary",3026,891,10020811412000,Powiat wschowski
711,812,males,tertiary,1709,1273,10020811412000,Powiat wschowski
712,861,females,basic vocational or basic sectoral vocational,8563,2949,10020811361000,Powiat m. Gorzów Wielkopolski
713,861,females,general secondary and post-secondary,18489,9456,10020811361000,Powiat m. Gorzów Wielkopolski
714,861,females,"lower secondary, primary and incomplete primary",8641,1123,10020811361000,Powiat m. Gorzów Wielkopolski
715,861,females,tertiary,15631,11253,10020811361000,Powiat m. Gorzów Wielkopolski
716,861,males,basic vocational or basic sectoral vocational,12478,6668,10020811361000,Powiat m. Gorzów Wielkopolski
717,861,males,general secondary and post-secondary,15521,10196,10020811361000,Powiat m. Gorzów Wielkopolski
718,861,males,"lower secondary, primary and incomplete primary",7401,1804,10020811361000,Powiat m. Gorzów Wielkopolski
719,861,males,tertiary,10574,7848,10020811361000,Powiat m. Gorzów Wielkopolski
720,862,females,basic vocational or basic sectoral vocational,7861,2589,10020811462000,Powiat m. Zielona Góra
721,862,females,general secondary and post-secondary,20797,10336,10020811462000,Powiat m. Zielona Góra
722,862,females,"lower secondary, primary and incomplete primary",7901,868,10020811462000,Powiat m. Zielona Góra
723,862,females,tertiary,22970,17208,10020811462000,Powiat m. Zielona Góra
724,862,males,basic vocational or basic sectoral vocational,11575,6042,10020811462000,Powiat m. Zielona Góra
725,862,males,general secondary and post-secondary,17823,12140,10020811462000,Powiat m. Zielona Góra
726,862,males,"lower secondary, primary and incomplete primary",7123,1528,10020811462000,Powiat m. Zielona Góra
727,862,males,tertiary,16991,13177,10020811462000,Powiat m. Zielona Góra
728,1001,females,basic vocational or basic sectoral vocational,8038,3131,10051011701000,Powiat bełchatowski
729,1001,females,general secondary and post-secondary,14981,8719,10051011701000,Powiat bełchatowski
730,1001,females,"lower secondary, primary and incomplete primary",9658,964,10051011701000,Powiat bełchatowski
731,1001,females,tertiary,12864,10058,10051011701000,Powiat bełchatowski
732,1001,males,basic vocational or basic sectoral vocational,12553,7259,10051011701000,Powiat bełchatowski
733,1001,males,general secondary and post-secondary,14966,11281,10051011701000,Powiat bełchatowski
734,1001,males,"lower secondary, primary and incomplete primary",8817,2075,10051011701000,Powiat bełchatowski
735,1001,males,tertiary,7676,6373,10051011701000,Powiat bełchatowski
736,1002,females,basic vocational or basic sectoral vocational,7506,2862,10051011902000,Powiat kutnowski
737,1002,females,general secondary and post-secondary,14161,8052,10051011902000,Powiat kutnowski
738,1002,females,"lower secondary, primary and incomplete primary",9662,966,10051011902000,Powiat kutnowski
739,1002,females,tertiary,9213,7021,10051011902000,Powiat kutnowski
740,1002,males,basic vocational or basic sectoral vocational,10850,6356,10051011902000,Powiat kutnowski
741,1002,males,general secondary and post-secondary,12993,9438,10051011902000,Powiat kutnowski
742,1002,males,"lower secondary, primary and incomplete primary",8222,2077,10051011902000,Powiat kutnowski
743,1002,males,tertiary,5519,4443,10051011902000,Powiat kutnowski
744,1003,females,basic vocational or basic sectoral vocational,4175,1950,10051011803000,Powiat łaski
745,1003,females,general secondary and post-secondary,6962,4200,10051011803000,Powiat łaski
746,1003,females,"lower secondary, primary and incomplete primary",4650,510,10051011803000,Powiat łaski
747,1003,females,tertiary,5197,4032,10051011803000,Powiat łaski
748,1003,males,basic vocational or basic sectoral vocational,6073,3783,10051011803000,Powiat łaski
749,1003,males,general secondary and post-secondary,6599,4868,10051011803000,Powiat łaski
750,1003,males,"lower secondary, primary and incomplete primary",4261,1117,10051011803000,Powiat łaski
751,1003,males,tertiary,2976,2328,10051011803000,Powiat łaski
752,1004,females,basic vocational or basic sectoral vocational,3653,1785,10051011904000,Powiat łęczycki
753,1004,females,general secondary and post-secondary,6867,4354,10051011904000,Powiat łęczycki
754,1004,females,"lower secondary, primary and incomplete primary",6179,708,10051011904000,Powiat łęczycki
755,1004,females,tertiary,4112,3336,10051011904000,Powiat łęczycki
756,1004,males,basic vocational or basic sectoral vocational,5329,3477,10051011904000,Powiat łęczycki
757,1004,males,general secondary and post-secondary,6481,4959,10051011904000,Powiat łęczycki
758,1004,males,"lower secondary, primary and incomplete primary",5426,1595,10051011904000,Powiat łęczycki
759,1004,males,tertiary,2392,1987,10051011904000,Powiat łęczycki
760,1005,females,basic vocational or basic sectoral vocational,5842,2626,10051011905000,Powiat łowicki
761,1005,females,general secondary and post-secondary,11345,6846,10051011905000,Powiat łowicki
762,1005,females,"lower secondary, primary and incomplete primary",7466,644,10051011905000,Powiat łowicki
763,1005,females,tertiary,8028,6399,10051011905000,Powiat łowicki
764,1005,males,basic vocational or basic sectoral vocational,8746,5393,10051011905000,Powiat łowicki
765,1005,males,general secondary and post-secondary,10903,8352,10051011905000,Powiat łowicki
766,1005,males,"lower secondary, primary and incomplete primary",6259,1396,10051011905000,Powiat łowicki
767,1005,males,tertiary,4616,3848,10051011905000,Powiat łowicki
768,1006,females,basic vocational or basic sectoral vocational,4736,2215,10051011506000,Powiat łódzki wschodni
769,1006,females,general secondary and post-secondary,10430,6349,10051011506000,Powiat łódzki wschodni
770,1006,females,"lower secondary, primary and incomplete primary",6740,740,10051011506000,Powiat łódzki wschodni
771,1006,females,tertiary,9432,7544,10051011506000,Powiat łódzki wschodni
772,1006,males,basic vocational or basic sectoral vocational,6646,3977,10051011506000,Powiat łódzki wschodni
773,1006,males,general secondary and post-secondary,10330,7645,10051011506000,Powiat łódzki wschodni
774,1006,males,"lower secondary, primary and incomplete primary",5989,1470,10051011506000,Powiat łódzki wschodni
775,1006,males,tertiary,6046,5058,10051011506000,Powiat łódzki wschodni
776,1007,females,basic vocational or basic sectoral vocational,5489,2395,10051011707000,Powiat opoczyński
777,1007,females,general secondary and post-secondary,9977,5627,10051011707000,Powiat opoczyński
778,1007,females,"lower secondary, primary and incomplete primary",8198,712,10051011707000,Powiat opoczyński
779,1007,females,tertiary,7095,5644,10051011707000,Powiat opoczyński
780,1007,males,basic vocational or basic sectoral vocational,8846,5280,10051011707000,Powiat opoczyński
781,1007,males,general secondary and post-secondary,10404,7950,10051011707000,Powiat opoczyński
782,1007,males,"lower secondary, primary and incomplete primary",7104,1609,10051011707000,Powiat opoczyński
783,1007,males,tertiary,3915,3266,10051011707000,Powiat opoczyński
784,1008,females,basic vocational or basic sectoral vocational,8601,3418,10051011508000,Powiat pabianicki
785,1008,females,general secondary and post-secondary,17622,9913,10051011508000,Powiat pabianicki
786,1008,females,"lower secondary, primary and incomplete primary",10816,1354,10051011508000,Powiat pabianicki
787,1008,females,tertiary,15149,11642,10051011508000,Powiat pabianicki
788,1008,males,basic vocational or basic sectoral vocational,10613,6033,10051011508000,Powiat pabianicki
789,1008,males,general secondary and post-secondary,16546,11687,10051011508000,Powiat pabianicki
790,1008,males,"lower secondary, primary and incomplete primary",9543,2569,10051011508000,Powiat pabianicki
791,1008,males,tertiary,9501,7599,10051011508000,Powiat pabianicki
792,1009,females,basic vocational or basic sectoral vocational,4353,2122,10051011809000,Powiat pajęczański
793,1009,females,general secondary and post-secondary,6226,3575,10051011809000,Powiat pajęczański
794,1009,females,"lower secondary, primary and incomplete primary",5706,662,10051011809000,Powiat pajęczański
795,1009,females,tertiary,4571,3533,10051011809000,Powiat pajęczański
796,1009,males,basic vocational or basic sectoral vocational,7643,5018,10051011809000,Powiat pajęczański
797,1009,males,general secondary and post-secondary,5970,4470,10051011809000,Powiat pajęczański
798,1009,males,"lower secondary, primary and incomplete primary",4645,1206,10051011809000,Powiat pajęczański
799,1009,males,tertiary,2429,2029,10051011809000,Powiat pajęczański
800,1010,females,basic vocational or basic sectoral vocational,6725,2980,10051011710000,Powiat piotrkowski
801,1010,females,general secondary and post-secondary,12606,7857,10051011710000,Powiat piotrkowski
802,1010,females,"lower secondary, primary and incomplete primary",10115,1002,10051011710000,Powiat piotrkowski
803,1010,females,tertiary,8455,6790,10051011710000,Powiat piotrkowski
804,1010,males,basic vocational or basic sectoral vocational,10638,6640,10051011710000,Powiat piotrkowski
805,1010,males,general secondary and post-secondary,12640,9960,10051011710000,Powiat piotrkowski
806,1010,males,"lower secondary, primary and incomplete primary",9218,2282,10051011710000,Powiat piotrkowski
807,1010,males,tertiary,4451,3731,10051011710000,Powiat piotrkowski
808,1011,females,basic vocational or basic sectoral vocational,3424,1741,10051011811000,Powiat poddębicki
809,1011,females,general secondary and post-secondary,5213,3254,10051011811000,Powiat poddębicki
810,1011,females,"lower secondary, primary and incomplete primary",4735,548,10051011811000,Powiat poddębicki
811,1011,females,tertiary,3596,2880,10051011811000,Powiat poddębicki
812,1011,males,basic vocational or basic sectoral vocational,5062,3288,10051011811000,Powiat poddębicki
813,1011,males,general secondary and post-secondary,5155,3994,10051011811000,Powiat poddębicki
814,1011,males,"lower secondary, primary and incomplete primary",4343,1282,10051011811000,Powiat poddębicki
815,1011,males,tertiary,1928,1601,10051011811000,Powiat poddębicki
816,1012,females,basic vocational or basic sectoral vocational,8772,3456,10051011712000,Powiat radomszczański
817,1012,females,general secondary and post-secondary,15392,8284,10051011712000,Powiat radomszczański
818,1012,females,"lower secondary, primary and incomplete primary",11427,1079,10051011712000,Powiat radomszczański
819,1012,females,tertiary,10919,8286,10051011712000,Powiat radomszczański
820,1012,males,basic vocational or basic sectoral vocational,14581,8505,10051011712000,Powiat radomszczański
821,1012,males,general secondary and post-secondary,14556,10536,10051011712000,Powiat radomszczański
822,1012,males,"lower secondary, primary and incomplete primary",9795,2374,10051011712000,Powiat radomszczański
823,1012,males,tertiary,6069,4837,10051011712000,Powiat radomszczański
824,1013,females,basic vocational or basic sectoral vocational,3825,1902,10051011913000,Powiat rawski
825,1013,females,general secondary and post-secondary,6703,4261,10051011913000,Powiat rawski
826,1013,females,"lower secondary, primary and incomplete primary",4562,468,10051011913000,Powiat rawski
827,1013,females,tertiary,4702,3793,10051011913000,Powiat rawski
828,1013,males,basic vocational or basic sectoral vocational,5653,3878,10051011913000,Powiat rawski
829,1013,males,general secondary and post-secondary,6432,5075,10051011913000,Powiat rawski
830,1013,males,"lower secondary, primary and incomplete primary",4430,1077,10051011913000,Powiat rawski
831,1013,males,tertiary,2568,2158,10051011913000,Powiat rawski
832,1014,females,basic vocational or basic sectoral vocational,9214,4584,10051011814000,Powiat sieradzki
833,1014,females,general secondary and post-secondary,15862,9438,10051011814000,Powiat sieradzki
834,1014,females,"lower secondary, primary and incomplete primary",11391,1237,10051011814000,Powiat sieradzki
835,1014,females,tertiary,11910,9374,10051011814000,Powiat sieradzki
836,1014,males,basic vocational or basic sectoral vocational,14442,9528,10051011814000,Powiat sieradzki
837,1014,males,general secondary and post-secondary,14732,11117,10051011814000,Powiat sieradzki
838,1014,males,"lower secondary, primary and incomplete primary",10384,2873,10051011814000,Powiat sieradzki
839,1014,males,tertiary,6728,5405,10051011814000,Powiat sieradzki
