,county_code,year,wage,county_kts,county_name,tp1_nc_pop,tp2_yr_pop,tp3a_nc_employed,tp4a_employed,tp5a_employed_18-64,tp5c_employed,tp6a_employed_18-64,tp6c_employed
1333,1806.0,2005,1900.33,10061813506000,Powiat kolbuszowski,53247,49296.0,25482.0,26768.0,,,,
1334,1807.0,2005,1853.29,10061813307000,Powiat krośnieński,94676,89298.0,46073.0,46792.0,,,,
1335,1808.0,2005,2060.05,10061813608000,Powiat leżajski,58700,55968.0,26723.0,28600.0,,,,
1336,1809.0,2005,1865.88,10061813409000,Powiat lubaczowski,46969,46609.0,22272.0,24237.0,,,,
1337,1810.0,2005,1852.1,10061813510000,Powiat łańcucki,68608,63029.0,35213.0,34540.0,,,,
1338,1811.0,2005,2089.18,10061813611000,Powiat mielecki,115188,108802.0,60778.0,63105.0,,,,
1339,1812.0,2005,1789.27,10061813612000,Powiat niżański,56678,54466.0,25553.0,27832.0,,,,
1340,1813.0,2005,1915.04,10061813413000,Powiat przemyski,61906,56802.0,29602.0,29480.0,,,,
1341,1814.0,2005,1998.32,10061813414000,Powiat przeworski,66100,63821.0,32530.0,33634.0,,,,
1342,1815.0,2005,2002.16,10061813515000,Powiat ropczycko-sędziszowski,62585,57002.0,31852.0,31408.0,,,,
1343,1816.0,2005,1908.72,10061813516000,Powiat rzeszowski,145699,140470.0,78231.0,81192.0,,,,
1344,1817.0,2005,1982.89,10061813317000,Powiat sanocki,79551,78221.0,37391.0,40910.0,,,,
1345,1818.0,2005,2101.73,10061813618000,Powiat stalowowolski,90549,91242.0,40667.0,46807.0,,,,
1346,1819.0,2005,1800.26,10061813519000,Powiat strzyżowski,52142,50219.0,25337.0,26415.0,,,,
1347,1820.0,2005,2212.0,10061813620000,Powiat tarnobrzeski,45261,44149.0,21556.0,23222.0,,,,
1348,1821.0,2005,2125.58,10061813321000,Powiat leski,22650,21907.0,10527.0,11173.0,,,,
1349,1861.0,2005,1904.52,10061813361000,Powiat m. Krosno,39545,40743.0,18202.0,20697.0,,,,
1350,1862.0,2005,2060.24,10061813462000,Powiat m. Przemyśl,51723,56332.0,21574.0,26363.0,,,,
1351,1863.0,2005,2416.75,10061813563000,Powiat m. Rzeszów,167258,135944.0,90672.0,79935.0,,,,
1352,1864.0,2005,1987.12,10061813664000,Powiat m. Tarnobrzeg,40019,42262.0,18460.0,21596.0,,,,
1353,2001.0,2005,2693.94,10062013901000,Powiat augustowski,48739,48197.0,23645.0,26316.0,,,,
1354,2002.0,2005,1923.23,10062013702000,Powiat białostocki,131163,116166.0,67616.0,66215.0,,,,
1355,2003.0,2005,2106.2,10062013803000,Powiat bielski,45796,50927.0,22886.0,27399.0,,,,
1356,2004.0,2005,2330.75,10062013904000,Powiat grajewski,39447,40820.0,18189.0,21553.0,,,,
1357,2005.0,2005,1875.2,10062013805000,Powiat hajnowski,36073,41986.0,16031.0,20027.0,,,,
1358,2006.0,2005,1989.2,10062013806000,Powiat kolneński,31490,31760.0,15129.0,17246.0,,,,
1359,2007.0,2005,2136.54,10062013807000,Powiat łomżyński,42751,40761.0,21694.0,23234.0,,,,
1360,2008.0,2005,2023.28,10062013908000,Powiat moniecki,33723,35331.0,15825.0,19185.0,,,,
1361,2009.0,2005,2007.29,10062013909000,Powiat sejneński,16844,17666.0,8186.0,9310.0,,,,
1362,2010.0,2005,1984.16,10062013810000,Powiat siemiatycki,37208,40493.0,18221.0,21704.0,,,,
1363,2011.0,2005,2015.59,10062013711000,Powiat sokólski,55778,60374.0,26568.0,31998.0,,,,
1364,2012.0,2005,1992.83,10062013912000,Powiat suwalski,29839,27923.0,15971.0,16139.0,,,,
1365,2013.0,2005,2015.32,10062013813000,Powiat wysokomazowiecki,47162,48967.0,24637.0,27911.0,,,,
1366,2014.0,2005,1904.32,10062013814000,Powiat zambrowski,36566,36724.0,18167.0,20492.0,,,,
1367,2061.0,2005,2365.0,10062013761000,Powiat m. Białystok,255358,249640.0,133296.0,143793.0,,,,
1368,2062.0,2005,2037.41,10062013862000,Powiat m. Łomża,52982,53332.0,25070.0,28746.0,,,,
1369,2063.0,2005,2016.47,10062013963000,Powiat m. Suwałki,59449,56477.0,30234.0,32305.0,,,,
1370,2201.0,2005,2003.67,10042214101000,Powiat bytowski,65028,60009.0,33547.0,34265.0,,,,
1371,2202.0,2005,1881.88,10042217202000,Powiat chojnicki,81204,73369.0,41334.0,41013.0,,,,
1372,2203.0,2005,2021.1,10042217203000,Powiat człuchowski,46684,46259.0,21710.0,24055.0,,,,
1373,2204.0,2005,2143.99,10042214004000,Powiat gdański,104588,68379.0,60876.0,43557.0,,,,
1374,2205.0,2005,1972.88,10042214005000,Powiat kartuski,118078,83449.0,69802.0,53074.0,,,,
1375,2206.0,2005,1941.55,10042217206000,Powiat kościerski,60245,52837.0,32007.0,30487.0,,,,
1376,2207.0,2005,2413.15,10042214207000,Powiat kwidzyński,69490,65185.0,34229.0,36438.0,,,,
1377,2208.0,2005,2079.09,10042214108000,Powiat lęborski,54757,51458.0,26034.0,27273.0,,,,
1378,2209.0,2005,2044.03,10042214209000,Powiat malborski,53468,52138.0,25424.0,27685.0,,,,
1379,2210.0,2005,1995.38,10042214010000,Powiat nowodworski,29635,29008.0,13959.0,15229.0,,,,
1380,2211.0,2005,2052.23,10042214011000,Powiat pucki,75072,59004.0,39791.0,33986.0,,,,
1381,2212.0,2005,1954.55,10042214112000,Powiat słupski,82381,74972.0,41914.0,42209.0,,,,
1382,2213.0,2005,2313.11,10042214213000,Powiat starogardzki,106157,98191.0,53916.0,55282.0,,,,
1383,2214.0,2005,2317.41,10042214214000,Powiat tczewski,95979,91904.0,48953.0,51834.0,,,,
1384,2215.0,2005,2051.05,10042214015000,Powiat wejherowski,186420,144114.0,101627.0,86180.0,,,,
1385,2216.0,2005,1993.51,10042214216000,Powiat sztumski,33963,33739.0,15727.0,17882.0,,,,
1386,2261.0,2005,3017.45,10042214361000,Powiat m. Gdańsk,425120,396574.0,235124.0,240324.0,,,,
1387,2262.0,2005,2741.05,10042214362000,Powiat m. Gdynia,216211,217920.0,111547.0,124214.0,,,,
1388,2263.0,2005,2111.1,10042214163000,Powiat m. Słupsk,77817,84828.0,37202.0,45553.0,,,,
1389,2264.0,2005,2824.33,10042214364000,Powiat m. Sopot,29764,35874.0,14135.0,19085.0,,,,
1390,2401.0,2005,2102.8,10012415001000,Powiat będziński,129553,131892.0,65280.0,70958.0,,,,
1391,2402.0,2005,2020.92,10012414402000,Powiat bielski,140495,124681.0,77809.0,73811.0,,,,
1392,2403.0,2005,2027.97,10012414403000,Powiat cieszyński,151326,141997.0,78806.0,80086.0,,,,
1393,2404.0,2005,1816.1,10012414604000,Powiat częstochowski,116162,112077.0,60326.0,61642.0,,,,
1394,2405.0,2005,2090.86,10012414705000,Powiat gliwicki,97669,97706.0,50006.0,55106.0,,,,
1395,2406.0,2005,1656.06,10012414606000,Powiat kłobucki,72448,70542.0,38626.0,39645.0,,,,
1396,2407.0,2005,2010.4,10012414507000,Powiat lubliniecki,65438,64048.0,32993.0,36123.0,,,,
1397,2408.0,2005,2373.42,10012415108000,Powiat mikołowski,84203,76461.0,45465.0,44347.0,,,,
1398,2409.0,2005,1770.3,10012414609000,Powiat myszkowski,60529,60949.0,30001.0,32120.0,,,,
1399,2410.0,2005,2028.84,10012415110000,Powiat pszczyński,93124,85418.0,51391.0,50482.0,,,,
1400,2411.0,2005,2155.92,10012414911000,Powiat raciborski,89022,95253.0,42514.0,52103.0,,,,
1401,2412.0,2005,2149.86,10012414912000,Powiat rybnicki,65086,61285.0,32507.0,32910.0,,,,
1402,2413.0,2005,2101.68,10012414513000,Powiat tarnogórski,120386,118201.0,60847.0,65956.0,,,,
1403,2414.0,2005,2120.79,10012415114000,Powiat bieruńsko-lędziński,50174,46198.0,27603.0,27349.0,,,,
1404,2415.0,2005,1899.2,10012414915000,Powiat wodzisławski,131576,130356.0,62232.0,66873.0,,,,
1405,2416.0,2005,2109.64,10012415016000,Powiat zawierciański,101211,106655.0,49370.0,55247.0,,,,
1406,2417.0,2005,2447.59,10012414417000,Powiat żywiecki,129231,122643.0,66080.0,67454.0,,,,
1407,2461.0,2005,2360.26,10012414461000,Powiat m. Bielsko-Biała,147605,151891.0,76716.0,86426.0,,,,
1408,2462.0,2005,2149.55,10012414562000,Powiat m. Bytom,135135,161197.0,62638.0,83822.0,,,,
1409,2463.0,2005,2124.55,10012414863000,Powiat m. Chorzów,91247,98144.0,45720.0,54274.0,,,,
1410,2464.0,2005,2214.67,10012414664000,Powiat m. Częstochowa,189797,214283.0,93129.0,114427.0,,,,
1411,2465.0,2005,2641.41,10012415065000,Powiat m. Dąbrowa Górnicza,103365,114041.0,52073.0,61924.0,,,,
1412,2466.0,2005,2739.11,10012414766000,Powiat m. Gliwice,152919,173289.0,79619.0,99121.0,,,,
1413,2467.0,2005,3769.78,10012414967000,Powiat m. Jastrzębie-Zdrój,74526,79429.0,33604.0,39556.0,,,,
1414,2468.0,2005,2753.98,10012415068000,Powiat m. Jaworzno,78075,82363.0,39323.0,44805.0,,,,
1415,2469.0,2005,3395.63,10012414869000,Powiat m. Katowice,254105,276405.0,133428.0,157274.0,,,,
1416,2470.0,2005,2091.24,10012414870000,Powiat m. Mysłowice,62628,64020.0,32415.0,35851.0,,,,
1417,2471.0,2005,2022.67,10012414571000,Powiat m. Piekary Śląskie,46502,51318.0,22167.0,26685.0,,,,
1418,2472.0,2005,2140.52,10012414872000,Powiat m. Ruda Śląska,116165,124277.0,57217.0,66488.0,,,,
1419,2473.0,2005,2338.1,10012414973000,Powiat m. Rybnik,115752,119754.0,56232.0,63709.0,,,,
1420,2474.0,2005,2143.24,10012414874000,Powiat m. Siemianowice Śląskie,56672,62805.0,28161.0,33915.0,,,,
1421,2475.0,2005,2196.13,10012415075000,Powiat m. Sosnowiec,173106,199198.0,83920.0,104380.0,,,,
1422,2476.0,2005,2107.74,10012414876000,Powiat m. Świętochłowice,40709,47147.0,19682.0,25271.0,,,,
1423,2477.0,2005,2313.1,10012415177000,Powiat m. Tychy,108205,113349.0,56136.0,64269.0,,,,
1424,2478.0,2005,2449.82,10012414778000,Powiat m. Zabrze,139369,163895.0,65298.0,88503.0,,,,
1425,2479.0,2005,1912.65,10012414979000,Powiat m. Żory,52919,53020.0,26160.0,29002.0,,,,
1426,2601.0,2005,1980.24,10052615301000,Powiat buski,61235,62467.0,30596.0,33357.0,,,,
1427,2602.0,2005,2186.12,10052615302000,Powiat jędrzejowski,72269,74522.0,35976.0,39422.0,,,,
1428,2603.0,2005,1885.75,10052615303000,Powiat kazimierski,28954,30320.0,14181.0,16342.0,,,,
1429,2604.0,2005,1990.13,10052615204000,Powiat kielecki,181073,160371.0,96009.0,90610.0,,,,
1430,2605.0,2005,1917.46,10052615205000,Powiat konecki,67551,70877.0,30752.0,34446.0,,,,
1431,2606.0,2005,2251.75,10052615306000,Powiat opatowski,44147,47348.0,21023.0,24053.0,,,,
1432,2607.0,2005,1936.08,10052615207000,Powiat ostrowiecki,92541,99093.0,39888.0,46772.0,,,,
1433,2608.0,2005,2434.98,10052615308000,Powiat pińczowski,33219,35486.0,16202.0,18488.0,,,,
1434,2609.0,2005,2336.31,10052615309000,Powiat sandomierski,65454,68152.0,31944.0,35848.0,,,,
1435,2610.0,2005,2101.52,10052615210000,Powiat skarżyski,63384,68926.0,27526.0,32671.0,,,,
1436,2611.0,2005,1938.01,10052615211000,Powiat starachowicki,76217,79764.0,35731.0,40361.0,,,,
1437,2612.0,2005,2241.81,10052615312000,Powiat staszowski,60934,60856.0,30533.0,32436.0,,,,
1438,2613.0,2005,2096.56,10052615313000,Powiat włoszczowski,38323,38936.0,19224.0,20714.0,,,,
1439,2661.0,2005,2372.75,10052615261000,Powiat m. Kielce,164442,181020.0,81120.0,97208.0,,,,
1440,2801.0,2005,1910.04,10042815601000,Powiat bartoszycki,47499,50853.0,20436.0,24460.0,,,,
1441,2802.0,2005,1939.5,10042815402000,Powiat braniewski,33539,35574.0,15195.0,17929.0,,,,
1442,2803.0,2005,1838.29,10042815403000,Powiat działdowski,53760,52522.0,27084.0,28624.0,,,,
1443,2804.0,2005,1847.48,10042815404000,Powiat elbląski,47704,45570.0,22491.0,23833.0,,,,
1444,2805.0,2005,1987.37,10042815505000,Powiat ełcki,76506,68923.0,35437.0,37149.0,,,,
1445,2806.0,2005,1941.41,10042815506000,Powiat giżycki,47838,47050.0,22546.0,24701.0,,,,
1446,2807.0,2005,1786.59,10042815407000,Powiat iławski,77576,72602.0,39770.0,40948.0,,,,
1447,2808.0,2005,1821.43,10042815608000,Powiat kętrzyński,51818,55416.0,21483.0,25713.0,,,,
1448,2809.0,2005,1759.84,10042815609000,Powiat lidzbarski,34150,35622.0,15744.0,18345.0,,,,
1449,2810.0,2005,1888.2,10042815610000,Powiat mrągowski,42535,41214.0,20191.0,21926.0,,,,
1450,2811.0,2005,1843.41,10042815611000,Powiat nidzicki,27012,27412.0,13106.0,14638.0,,,,
1451,2812.0,2005,1708.76,10042815412000,Powiat nowomiejski,36056,34606.0,18605.0,19276.0,,,,
1452,2813.0,2005,1983.4,10042815513000,Powiat olecki,28184,27546.0,13390.0,14710.0,,,,
1453,2814.0,2005,1971.04,10042815614000,Powiat olsztyński,109655,92596.0,56720.0,53428.0,,,,
1454,2815.0,2005,1905.22,10042815415000,Powiat ostródzki,87404,86133.0,41893.0,45995.0,,,,
1455,2816.0,2005,2143.07,10042815516000,Powiat piski,46342,46473.0,20440.0,23236.0,,,,
1456,2817.0,2005,2001.89,10042815617000,Powiat szczycieński,58273,56049.0,27819.0,29818.0,,,,
1457,2818.0,2005,1739.34,10042815518000,Powiat gołdapski,21842,21854.0,10179.0,11583.0,,,,
1458,2819.0,2005,1835.33,10042815519000,Powiat węgorzewski,18782,19886.0,8387.0,9764.0,,,,
1459,2861.0,2005,2135.51,10042815461000,Powiat m. Elbląg,101580,107785.0,47074.0,56695.0,,,,
1460,2862.0,2005,2562.95,10042815662000,Powiat m. Olsztyn,148504,150173.0,78882.0,88152.0,,,,
1461,3001.0,2005,1846.93,10023016001000,Powiat chodzieski,39771,38521.0,21008.0,21995.0,,,,
1462,3002.0,2005,1996.05,10023016002000,Powiat czarnkowsko-trzcianecki,72876,70191.0,38146.0,39868.0,,,,
1463,3003.0,2005,1990.85,10023015803000,Powiat gnieźnieński,121395,115641.0,64823.0,66378.0,,,,
1464,3004.0,2005,1928.95,10023015904000,Powiat gostyński,63119,61785.0,36404.0,37503.0,,,,
1465,3005.0,2005,1818.29,10023015905000,Powiat grodziski,43209,39520.0,26285.0,25411.0,,,,
1466,3006.0,2005,1738.48,10023015706000,Powiat jarociński,59953,57891.0,32558.0,33287.0,,,,
1467,3007.0,2005,1801.39,10023015707000,Powiat kaliski,70643,65523.0,40436.0,39379.0,,,,
1468,3008.0,2005,1470.09,10023015708000,Powiat kępiński,48392,45078.0,28866.0,28534.0,,,,
1469,3009.0,2005,2430.13,10023015809000,Powiat kolski,72155,72985.0,35908.0,38828.0,,,,
1470,3010.0,2005,2581.53,10023015810000,Powiat koniński,110097,98639.0,57837.0,54942.0,,,,
1471,3011.0,2005,1893.98,10023015911000,Powiat kościański,66357,63888.0,38494.0,38908.0,,,,
1472,3012.0,2005,1825.31,10023015712000,Powiat krotoszyński,64771,62802.0,36617.0,37618.0,,,,
1473,3013.0,2005,2152.29,10023015913000,Powiat leszczyński,48523,40162.0,29132.0,25583.0,,,,
1474,3014.0,2005,1794.89,10023015914000,Powiat międzychodzki,30866,29582.0,16731.0,17246.0,,,,
1475,3015.0,2005,1986.01,10023015915000,Powiat nowotomyski,63330,58560.0,37982.0,37361.0,,,,
1476,3016.0,2005,2064.42,10023016116000,Powiat obornicki,49904,45500.0,28096.0,27528.0,,,,
1477,3017.0,2005,1945.19,10023015717000,Powiat ostrowski,137187,131021.0,75337.0,77040.0,,,,
1478,3018.0,2005,1867.94,10023015718000,Powiat ostrzeszowski,46959,44270.0,26698.0,26739.0,,,,
1479,3019.0,2005,2185.11,10023016019000,Powiat pilski,114955,112813.0,59201.0,63739.0,,,,
1480,3020.0,2005,1759.81,10023015720000,Powiat pleszewski,53058,50546.0,28386.0,28761.0,,,,
1481,3021.0,2005,2245.02,10023016121000,Powiat poznański,354878,236495.0,223404.0,158452.0,,,,
1482,3022.0,2005,1633.32,10023015922000,Powiat rawicki,50612,48532.0,28486.0,29119.0,,,,
1483,3023.0,2005,1903.07,10023015823000,Powiat słupecki,49905,48134.0,26710.0,27340.0,,,,
1484,3024.0,2005,2254.24,10023016124000,Powiat szamotulski,77684,70798.0,45543.0,44036.0,,,,
1485,3025.0,2005,2162.07,10023016125000,Powiat średzki,49921,44784.0,29121.0,27542.0,,,,
1486,3026.0,2005,1951.11,10023016126000,Powiat śremski,51777,47897.0,29873.0,29361.0,,,,
1487,3027.0,2005,2067.64,10023015827000,Powiat turecki,70316,68320.0,37434.0,38669.0,,,,
1488,3028.0,2005,1875.56,10023016028000,Powiat wągrowiecki,58634,54928.0,32533.0,32627.0,,,,
1489,3029.0,2005,1790.57,10023015929000,Powiat wolsztyński,47966,44064.0,28419.0,27760.0,,,,
1490,3030.0,2005,1861.79,10023015830000,Powiat wrzesiński,66536,60895.0,37696.0,36720.0,,,,
1491,3031.0,2005,1797.7,10023016031000,Powiat złotowski,58373,55446.0,28853.0,30994.0,,,,
1492,3061.0,2005,2139.04,10023015761000,Powiat m. Kalisz,84677,92796.0,41615.0,49739.0,,,,
1493,3062.0,2005,2403.22,10023015862000,Powiat m. Konin,62140,68465.0,28400.0,33890.0,,,,
1494,3063.0,2005,2047.01,10023015963000,Powiat m. Leszno,53859,53757.0,28377.0,30803.0,,,,
1495,3064.0,2005,2734.73,10023016264000,Powiat m. Poznań,482205,496974.0,279792.0,311106.0,,,,
1496,3201.0,2005,1930.55,10023216301000,Powiat białogardzki,39670,39602.0,18093.0,20355.0,,,,
1497,3202.0,2005,1912.19,10023216402000,Powiat choszczeński,39739,41149.0,18073.0,20698.0,,,,
1498,3203.0,2005,1990.13,10023216403000,Powiat drawski,47487,47898.0,21781.0,24524.0,,,,
1499,3204.0,2005,2107.42,10023216604000,Powiat goleniowski,70693,64329.0,36071.0,36346.0,,,,
1500,3205.0,2005,1905.94,10023216605000,Powiat gryficki,50343,49986.0,23220.0,25793.0,,,,
1501,3206.0,2005,2600.67,10023216606000,Powiat gryfiński,68588,67986.0,33512.0,36780.0,,,,
1502,3207.0,2005,1983.01,10023216607000,Powiat kamieński,39884,39869.0,17970.0,19974.0,,,,
1503,3208.0,2005,2056.36,10023216308000,Powiat kołobrzeski,68419,63559.0,33742.0,34957.0,,,,
1504,3209.0,2005,2037.72,10023216309000,Powiat koszaliński,57314,51983.0,28917.0,29007.0,,,,
1505,3210.0,2005,1998.57,10023216410000,Powiat myśliborski,55563,55893.0,26088.0,29344.0,,,,
1506,3211.0,2005,2814.3,10023216611000,Powiat policki,70433,52354.0,39544.0,32617.0,,,,
1507,3212.0,2005,1918.41,10023216412000,Powiat pyrzycki,32576,32935.0,15820.0,17587.0,,,,
1508,3213.0,2005,1773.7,10023216313000,Powiat sławieński,47132,47073.0,22238.0,24713.0,,,,
1509,3214.0,2005,2056.89,10023216614000,Powiat stargardzki,103146,99140.0,50914.0,54130.0,,,,
1510,3215.0,2005,2187.41,10023216415000,Powiat szczecinecki,64968,63466.0,28756.0,31479.0,,,,
1511,3216.0,2005,1886.16,10023216416000,Powiat świdwiński,38924,40470.0,16898.0,19587.0,,,,
1512,3217.0,2005,2017.06,10023216417000,Powiat wałecki,44491,44829.0,21486.0,23984.0,,,,
1513,3218.0,2005,1933.33,10023216418000,Powiat łobeski,30007,31522.0,13463.0,15761.0,,,,
1514,3261.0,2005,2219.75,10023216361000,Powiat m. Koszalin,93083,93807.0,46160.0,51875.0,,,,
1515,3262.0,2005,2630.23,10023216562000,Powiat m. Szczecin,349790,357431.0,179608.0,205523.0,,,,
1516,3263.0,2005,2319.39,10023216663000,Powiat m. Świnoujście,35988,35487.0,16905.0,19092.0,,,,
1517,201.0,2006,2153.06,10030210101000,Powiat bolesławiecki,76739,74107.0,38792.0,41648.0,,,,
1518,202.0,2006,2028.86,10030210302000,Powiat dzierżoniowski,86543,89997.0,39657.0,47158.0,,,,
1519,203.0,2006,2276.38,10030210203000,Powiat głogowski,75191,73769.0,36209.0,39024.0,,,,
1520,204.0,2006,1944.3,10030210204000,Powiat górowski,29042,29784.0,13765.0,15398.0,,,,
1521,205.0,2006,2009.38,10030210105000,Powiat jaworski,42493,43995.0,20715.0,23757.0,,,,
1522,206.0,2006,2012.25,10030210106000,Powiat karkonoski,54667,54358.0,25660.0,28864.0,,,,
1523,207.0,2006,1995.8,10030210107000,Powiat kamiennogórski,36913,38885.0,17296.0,20337.0,,,,
1524,208.0,2006,2102.68,10030210308000,Powiat kłodzki,134790,142315.0,60022.0,71158.0,,,,
1525,209.0,2006,1990.38,10030210209000,Powiat legnicki,47367,44633.0,24235.0,24950.0,,,,
1526,210.0,2006,1941.71,10030210110000,Powiat lubański,46595,47844.0,21746.0,24879.0,,,,
1527,211.0,2006,4669.76,10030210211000,Powiat lubiński,90704,89380.0,44027.0,47729.0,,,,
1528,212.0,2006,2065.14,10030210112000,Powiat lwówecki,38811,40285.0,17575.0,20344.0,,,,
1529,213.0,2006,1958.43,10030210413000,Powiat milicki,31027,30391.0,16174.0,17171.0,,,,
1530,214.0,2006,2007.27,10030210414000,Powiat oleśnicki,91536,86277.0,50426.0,51507.0,,,,
1531,215.0,2006,2282.9,10030210415000,Powiat oławski,66642,60056.0,36495.0,36274.0,,,,
1532,216.0,2006,2573.76,10030210216000,Powiat polkowicki,52620,50114.0,26442.0,27563.0,,,,
1533,217.0,2006,2195.48,10030210417000,Powiat strzeliński,36837,37242.0,18984.0,20893.0,,,,
1534,218.0,2006,2220.8,10030210418000,Powiat średzki,48878,41179.0,28010.0,25490.0,,,,
1535,219.0,2006,2284.51,10030210319000,Powiat świdnicki,134638,136520.0,66834.0,75496.0,,,,
1536,220.0,2006,2198.96,10030210420000,Powiat trzebnicki,74466,64608.0,41088.0,38765.0,,,,
1537,221.0,2006,2427.25,10030210321000,Powiat wałbrzyski,47771,159352.0,21512.0,80951.0,,,,
1538,222.0,2006,2089.54,10030210422000,Powiat wołowski,40252,40135.0,20291.0,22155.0,,,,
1539,223.0,2006,2526.97,10030210423000,Powiat wrocławski,142581,86439.0,90479.0,58951.0,,,,
1540,224.0,2006,2140.38,10030210324000,Powiat ząbkowicki,55208,58855.0,25917.0,30840.0,,,,
1541,225.0,2006,3033.5,10030210125000,Powiat zgorzelecki,77257,79749.0,36330.0,42267.0,,,,
1542,226.0,2006,2240.46,10030210126000,Powiat złotoryjski,36516,38521.0,17456.0,20493.0,,,,
1543,261.0,2006,2398.28,10030210161000,Powiat m. Jelenia Góra,69432,75827.0,32309.0,39961.0,,,,
1544,262.0,2006,2110.66,10030210262000,Powiat m. Legnica,83631,90189.0,40849.0,49333.0,,,,
1545,264.0,2006,2797.71,10030210564000,Powiat m. Wrocław,591335,560278.0,345939.0,356337.0,,,,
1546,401.0,2006,1931.33,10040410801000,Powiat aleksandrowski,47168,46184.0,22682.0,23923.0,,,,
1547,402.0,2006,2041.19,10040410702000,Powiat brodnicki,66389,61063.0,34865.0,34684.0,,,,
1548,403.0,2006,1966.5,10040410603000,Powiat bydgoski,103150,78680.0,57876.0,47916.0,,,,
1549,404.0,2006,1919.16,10040410704000,Powiat chełmiński,43201,42104.0,21150.0,22989.0,,,,
1550,405.0,2006,1978.27,10040410705000,Powiat golubsko-dobrzyński,37717,36447.0,19011.0,19754.0,,,,
1551,406.0,2006,1984.16,10040410706000,Powiat grudziądzki,33300,30947.0,17021.0,17237.0,,,,
1552,407.0,2006,2127.09,10040416707000,Powiat inowrocławski,135028,138725.0,65826.0,73108.0,,,,
1553,408.0,2006,1968.87,10040410808000,Powiat lipnowski,54670,53067.0,26100.0,27276.0,,,,
1554,409.0,2006,1977.45,10040416709000,Powiat mogileński,38325,38790.0,19474.0,21102.0,,,,
1555,410.0,2006,1997.9,10040416710000,Powiat nakielski,71711,69222.0,36422.0,38211.0,,,,
1556,411.0,2006,1994.04,10040410811000,Powiat radziejowski,34028,34934.0,16891.0,18166.0,,,,
1557,412.0,2006,2016.12,10040410712000,Powiat rypiński,36136,36111.0,18010.0,19211.0,,,,
1558,413.0,2006,1901.51,10040416813000,Powiat sępoleński,33826,33425.0,16990.0,18317.0,,,,
1559,414.0,2006,2290.19,10040416814000,Powiat świecki,82391,79774.0,41258.0,43796.0,,,,
1560,415.0,2006,1935.61,10040410615000,Powiat toruński,93299,72981.0,50211.0,42694.0,,,,
1561,416.0,2006,1916.6,10040416816000,Powiat tucholski,40210,38550.0,20437.0,21010.0,,,,
1562,417.0,2006,2073.34,10040410717000,Powiat wąbrzeski,28488,28510.0,13967.0,15367.0,,,,
1563,418.0,2006,1898.26,10040410818000,Powiat włocławski,72400,70287.0,36307.0,37322.0,,,,
1564,419.0,2006,1906.51,10040416719000,Powiat żniński,58848,57483.0,29591.0,30983.0,,,,
1565,461.0,2006,2482.78,10040410661000,Powiat m. Bydgoszcz,297903,314338.0,149713.0,175086.0,,,,
1566,462.0,2006,2014.26,10040410762000,Powiat m. Grudziądz,79760,84661.0,36261.0,43431.0,,,,
1567,463.0,2006,2560.95,10040410663000,Powiat m. Toruń,174283,178703.0,88317.0,100431.0,,,,
1568,464.0,2006,2383.02,10040410864000,Powiat m. Włocławek,93166,102016.0,42377.0,51314.0,,,,
1569,601.0,2006,1900.54,10060610901000,Powiat bialski,91805,92364.0,45518.0,48953.0,,,,
1570,602.0,2006,2108.96,10060611002000,Powiat biłgorajski,85748,85825.0,42571.0,46346.0,,,,
1571,603.0,2006,2004.43,10060611003000,Powiat chełmski,65266,65903.0,30052.0,32688.0,,,,
1572,604.0,2006,2038.5,10060611004000,Powiat hrubieszowski,52616,57149.0,23429.0,27660.0,,,,
1573,605.0,2006,1965.57,10060611205000,Powiat janowski,38523,39214.0,18673.0,20509.0,,,,
1574,606.0,2006,2069.11,10060611006000,Powiat krasnostawski,54201,58347.0,24432.0,28182.0,,,,
1575,607.0,2006,2014.44,10060611207000,Powiat kraśnicki,80681,83276.0,37756.0,42804.0,,,,
1576,608.0,2006,2008.64,10060611108000,Powiat lubartowski,74278,74641.0,37357.0,40157.0,,,,
1577,609.0,2006,2027.08,10060611109000,Powiat lubelski,136865,116185.0,75684.0,68433.0,,,,
1578,610.0,2006,3448.71,10060611110000,Powiat łęczyński,47801,47158.0,24652.0,26173.0,,,,
1579,611.0,2006,1949.6,10060611211000,Powiat łukowski,86678,87109.0,45834.0,48955.0,,,,
1580,612.0,2006,2018.9,10060611212000,Powiat opolski,49813,52319.0,24511.0,27729.0,,,,
1581,613.0,2006,1995.22,10060610913000,Powiat parczewski,29015,30269.0,13766.0,15558.0,,,,
1582,614.0,2006,2503.08,10060611214000,Powiat puławski,96299,98145.0,47043.0,51428.0,,,,
1583,615.0,2006,2118.22,10060610915000,Powiat radzyński,48525,49924.0,24846.0,27159.0,,,,
1584,616.0,2006,2022.99,10060611216000,Powiat rycki,45801,49172.0,23204.0,26307.0,,,,
1585,617.0,2006,2137.72,10060611117000,Powiat świdnicki,61549,61371.0,30367.0,32711.0,,,,
1586,618.0,2006,1942.25,10060611018000,Powiat tomaszowski,69919,73233.0,33316.0,37935.0,,,,
1587,619.0,2006,1960.4,10060610919000,Powiat włodawski,31818,33422.0,14098.0,16076.0,,,,
1588,620.0,2006,1833.76,10060611020000,Powiat zamojski,90075,91104.0,43793.0,47738.0,,,,
