,county_code,sex,education,pse1_nc_pop,county_kts,county_name
0,201,females,basic vocational or basic sectoral vocational,8243,10030210101000,Powiat bolesławiecki
1,201,females,general secondary,4880,10030210101000,Powiat bolesławiecki
2,201,females,"lower secondary, primary and incomplete primary",7847,10030210101000,Powiat bolesławiecki
3,201,females,post-secondary and vocational secondary,7365,10030210101000,Powiat bolesławiecki
4,201,females,tertiary,8351,10030210101000,Powiat bolesławiecki
5,201,males,basic vocational or basic sectoral vocational,11332,10030210101000,Powiat bolesławiecki
6,201,males,general secondary,3114,10030210101000,Powiat bolesławiecki
7,201,males,"lower secondary, primary and incomplete primary",6476,10030210101000,Powiat bolesławiecki
8,201,males,post-secondary and vocational secondary,8749,10030210101000,Powiat bolesławiecki
9,201,males,tertiary,5069,10030210101000,Powiat bolesławiecki
10,202,females,basic vocational or basic sectoral vocational,8811,10030210302000,Powiat dzierżoniowski
11,202,females,general secondary,5911,10030210302000,Powiat dzierżoniowski
12,202,females,"lower secondary, primary and incomplete primary",9074,10030210302000,Powiat dzierżoniowski
13,202,females,post-secondary and vocational secondary,8710,10030210302000,Powiat dzierżoniowski
14,202,females,tertiary,9126,10030210302000,Powiat dzierżoniowski
15,202,males,basic vocational or basic sectoral vocational,11080,10030210302000,Powiat dzierżoniowski
16,202,males,general secondary,3734,10030210302000,Powiat dzierżoniowski
17,202,males,"lower secondary, primary and incomplete primary",7806,10030210302000,Powiat dzierżoniowski
18,202,males,post-secondary and vocational secondary,9592,10030210302000,Powiat dzierżoniowski
19,202,males,tertiary,5554,10030210302000,Powiat dzierżoniowski
20,203,females,basic vocational or basic sectoral vocational,7037,10030210203000,Powiat głogowski
21,203,females,general secondary,5201,10030210203000,Powiat głogowski
22,203,females,"lower secondary, primary and incomplete primary",6785,10030210203000,Powiat głogowski
23,203,females,post-secondary and vocational secondary,7429,10030210203000,Powiat głogowski
24,203,females,tertiary,9655,10030210203000,Powiat głogowski
25,203,males,basic vocational or basic sectoral vocational,10086,10030210203000,Powiat głogowski
26,203,males,general secondary,3157,10030210203000,Powiat głogowski
27,203,males,"lower secondary, primary and incomplete primary",5690,10030210203000,Powiat głogowski
28,203,males,post-secondary and vocational secondary,9294,10030210203000,Powiat głogowski
29,203,males,tertiary,6070,10030210203000,Powiat głogowski
30,204,females,basic vocational or basic sectoral vocational,3185,10030210204000,Powiat górowski
31,204,females,general secondary,1591,10030210204000,Powiat górowski
32,204,females,"lower secondary, primary and incomplete primary",3456,10030210204000,Powiat górowski
33,204,females,post-secondary and vocational secondary,2915,10030210204000,Powiat górowski
34,204,females,tertiary,2554,10030210204000,Powiat górowski
35,204,males,basic vocational or basic sectoral vocational,4902,10030210204000,Powiat górowski
36,204,males,general secondary,972,10030210204000,Powiat górowski
37,204,males,"lower secondary, primary and incomplete primary",3149,10030210204000,Powiat górowski
38,204,males,post-secondary and vocational secondary,3233,10030210204000,Powiat górowski
39,204,males,tertiary,1408,10030210204000,Powiat górowski
40,205,females,basic vocational or basic sectoral vocational,4521,10030210105000,Powiat jaworski
41,205,females,general secondary,2830,10030210105000,Powiat jaworski
42,205,females,"lower secondary, primary and incomplete primary",4254,10030210105000,Powiat jaworski
43,205,females,post-secondary and vocational secondary,4059,10030210105000,Powiat jaworski
44,205,females,tertiary,4500,10030210105000,Powiat jaworski
45,205,males,basic vocational or basic sectoral vocational,6795,10030210105000,Powiat jaworski
46,205,males,general secondary,1717,10030210105000,Powiat jaworski
47,205,males,"lower secondary, primary and incomplete primary",3793,10030210105000,Powiat jaworski
48,205,males,post-secondary and vocational secondary,4495,10030210105000,Powiat jaworski
49,205,males,tertiary,2722,10030210105000,Powiat jaworski
50,206,females,basic vocational or basic sectoral vocational,5421,10030210106000,Powiat karkonoski
51,206,females,general secondary,3813,10030210106000,Powiat karkonoski
52,206,females,"lower secondary, primary and incomplete primary",5000,10030210106000,Powiat karkonoski
53,206,females,post-secondary and vocational secondary,5250,10030210106000,Powiat karkonoski
54,206,females,tertiary,6591,10030210106000,Powiat karkonoski
55,206,males,basic vocational or basic sectoral vocational,7589,10030210106000,Powiat karkonoski
56,206,males,general secondary,2382,10030210106000,Powiat karkonoski
57,206,males,"lower secondary, primary and incomplete primary",4583,10030210106000,Powiat karkonoski
58,206,males,post-secondary and vocational secondary,5570,10030210106000,Powiat karkonoski
59,206,males,tertiary,4193,10030210106000,Powiat karkonoski
60,207,females,basic vocational or basic sectoral vocational,4605,10030210107000,Powiat kamiennogórski
61,207,females,general secondary,2367,10030210107000,Powiat kamiennogórski
62,207,females,"lower secondary, primary and incomplete primary",3738,10030210107000,Powiat kamiennogórski
63,207,females,post-secondary and vocational secondary,3613,10030210107000,Powiat kamiennogórski
64,207,females,tertiary,3656,10030210107000,Powiat kamiennogórski
65,207,males,basic vocational or basic sectoral vocational,6334,10030210107000,Powiat kamiennogórski
66,207,males,general secondary,1605,10030210107000,Powiat kamiennogórski
67,207,males,"lower secondary, primary and incomplete primary",3269,10030210107000,Powiat kamiennogórski
68,207,males,post-secondary and vocational secondary,3615,10030210107000,Powiat kamiennogórski
69,207,males,tertiary,2034,10030210107000,Powiat kamiennogórski
70,208,females,basic vocational or basic sectoral vocational,13228,10030210308000,Powiat kłodzki
71,208,females,general secondary,9920,10030210308000,Powiat kłodzki
72,208,females,"lower secondary, primary and incomplete primary",13578,10030210308000,Powiat kłodzki
73,208,females,post-secondary and vocational secondary,13703,10030210308000,Powiat kłodzki
74,208,females,tertiary,14345,10030210308000,Powiat kłodzki
75,208,males,basic vocational or basic sectoral vocational,18134,10030210308000,Powiat kłodzki
76,208,males,general secondary,6269,10030210308000,Powiat kłodzki
77,208,males,"lower secondary, primary and incomplete primary",11751,10030210308000,Powiat kłodzki
78,208,males,post-secondary and vocational secondary,14915,10030210308000,Powiat kłodzki
79,208,males,tertiary,8787,10030210308000,Powiat kłodzki
80,209,females,basic vocational or basic sectoral vocational,4589,10030210209000,Powiat legnicki
81,209,females,general secondary,2786,10030210209000,Powiat legnicki
82,209,females,"lower secondary, primary and incomplete primary",5105,10030210209000,Powiat legnicki
83,209,females,post-secondary and vocational secondary,4963,10030210209000,Powiat legnicki
84,209,females,tertiary,5325,10030210209000,Powiat legnicki
85,209,males,basic vocational or basic sectoral vocational,6661,10030210209000,Powiat legnicki
86,209,males,general secondary,1649,10030210209000,Powiat legnicki
87,209,males,"lower secondary, primary and incomplete primary",4458,10030210209000,Powiat legnicki
88,209,males,post-secondary and vocational secondary,5862,10030210209000,Powiat legnicki
89,209,males,tertiary,3324,10030210209000,Powiat legnicki
90,210,females,basic vocational or basic sectoral vocational,5077,10030210110000,Powiat lubański
91,210,females,general secondary,3009,10030210110000,Powiat lubański
92,210,females,"lower secondary, primary and incomplete primary",4224,10030210110000,Powiat lubański
93,210,females,post-secondary and vocational secondary,5321,10030210110000,Powiat lubański
94,210,females,tertiary,4718,10030210110000,Powiat lubański
95,210,males,basic vocational or basic sectoral vocational,7015,10030210110000,Powiat lubański
96,210,males,general secondary,1885,10030210110000,Powiat lubański
97,210,males,"lower secondary, primary and incomplete primary",3809,10030210110000,Powiat lubański
98,210,males,post-secondary and vocational secondary,5533,10030210110000,Powiat lubański
99,210,males,tertiary,2917,10030210110000,Powiat lubański
100,211,females,basic vocational or basic sectoral vocational,8430,10030210211000,Powiat lubiński
101,211,females,general secondary,6090,10030210211000,Powiat lubiński
102,211,females,"lower secondary, primary and incomplete primary",8152,10030210211000,Powiat lubiński
103,211,females,post-secondary and vocational secondary,8514,10030210211000,Powiat lubiński
104,211,females,tertiary,12427,10030210211000,Powiat lubiński
105,211,males,basic vocational or basic sectoral vocational,11718,10030210211000,Powiat lubiński
106,211,males,general secondary,3729,10030210211000,Powiat lubiński
107,211,males,"lower secondary, primary and incomplete primary",6735,10030210211000,Powiat lubiński
108,211,males,post-secondary and vocational secondary,10649,10030210211000,Powiat lubiński
109,211,males,tertiary,8099,10030210211000,Powiat lubiński
110,212,females,basic vocational or basic sectoral vocational,4422,10030210112000,Powiat lwówecki
111,212,females,general secondary,2818,10030210112000,Powiat lwówecki
112,212,females,"lower secondary, primary and incomplete primary",3747,10030210112000,Powiat lwówecki
113,212,females,post-secondary and vocational secondary,3617,10030210112000,Powiat lwówecki
114,212,females,tertiary,3752,10030210112000,Powiat lwówecki
115,212,males,basic vocational or basic sectoral vocational,6356,10030210112000,Powiat lwówecki
116,212,males,general secondary,1782,10030210112000,Powiat lwówecki
117,212,males,"lower secondary, primary and incomplete primary",3392,10030210112000,Powiat lwówecki
118,212,males,post-secondary and vocational secondary,3941,10030210112000,Powiat lwówecki
119,212,males,tertiary,2285,10030210112000,Powiat lwówecki
120,213,females,basic vocational or basic sectoral vocational,3493,10030210413000,Powiat milicki
121,213,females,general secondary,2226,10030210413000,Powiat milicki
122,213,females,"lower secondary, primary and incomplete primary",3193,10030210413000,Powiat milicki
123,213,females,post-secondary and vocational secondary,2830,10030210413000,Powiat milicki
124,213,females,tertiary,2990,10030210413000,Powiat milicki
125,213,males,basic vocational or basic sectoral vocational,5385,10030210413000,Powiat milicki
126,213,males,general secondary,1468,10030210413000,Powiat milicki
127,213,males,"lower secondary, primary and incomplete primary",2911,10030210413000,Powiat milicki
128,213,males,post-secondary and vocational secondary,3132,10030210413000,Powiat milicki
129,213,males,tertiary,1732,10030210413000,Powiat milicki
130,214,females,basic vocational or basic sectoral vocational,9106,10030210414000,Powiat oleśnicki
131,214,females,general secondary,6426,10030210414000,Powiat oleśnicki
132,214,females,"lower secondary, primary and incomplete primary",8873,10030210414000,Powiat oleśnicki
133,214,females,post-secondary and vocational secondary,8651,10030210414000,Powiat oleśnicki
134,214,females,tertiary,10770,10030210414000,Powiat oleśnicki
135,214,males,basic vocational or basic sectoral vocational,13498,10030210414000,Powiat oleśnicki
136,214,males,general secondary,4501,10030210414000,Powiat oleśnicki
137,214,males,"lower secondary, primary and incomplete primary",8038,10030210414000,Powiat oleśnicki
138,214,males,post-secondary and vocational secondary,9484,10030210414000,Powiat oleśnicki
139,214,males,tertiary,6649,10030210414000,Powiat oleśnicki
140,215,females,basic vocational or basic sectoral vocational,5820,10030210415000,Powiat oławski
141,215,females,general secondary,4843,10030210415000,Powiat oławski
142,215,females,"lower secondary, primary and incomplete primary",5941,10030210415000,Powiat oławski
143,215,females,post-secondary and vocational secondary,6140,10030210415000,Powiat oławski
144,215,females,tertiary,8780,10030210415000,Powiat oławski
145,215,males,basic vocational or basic sectoral vocational,8829,10030210415000,Powiat oławski
146,215,males,general secondary,3572,10030210415000,Powiat oławski
147,215,males,"lower secondary, primary and incomplete primary",5317,10030210415000,Powiat oławski
148,215,males,post-secondary and vocational secondary,7014,10030210415000,Powiat oławski
149,215,males,tertiary,5529,10030210415000,Powiat oławski
150,216,females,basic vocational or basic sectoral vocational,5762,10030210216000,Powiat polkowicki
151,216,females,general secondary,3480,10030210216000,Powiat polkowicki
152,216,females,"lower secondary, primary and incomplete primary",5629,10030210216000,Powiat polkowicki
153,216,females,post-secondary and vocational secondary,4627,10030210216000,Powiat polkowicki
154,216,females,tertiary,5547,10030210216000,Powiat polkowicki
155,216,males,basic vocational or basic sectoral vocational,8414,10030210216000,Powiat polkowicki
156,216,males,general secondary,2059,10030210216000,Powiat polkowicki
157,216,males,"lower secondary, primary and incomplete primary",4695,10030210216000,Powiat polkowicki
158,216,males,post-secondary and vocational secondary,5964,10030210216000,Powiat polkowicki
159,216,males,tertiary,3312,10030210216000,Powiat polkowicki
160,217,females,basic vocational or basic sectoral vocational,3568,10030210417000,Powiat strzeliński
161,217,females,general secondary,2451,10030210417000,Powiat strzeliński
162,217,females,"lower secondary, primary and incomplete primary",3806,10030210417000,Powiat strzeliński
163,217,females,post-secondary and vocational secondary,3718,10030210417000,Powiat strzeliński
164,217,females,tertiary,4018,10030210417000,Powiat strzeliński
165,217,males,basic vocational or basic sectoral vocational,5470,10030210417000,Powiat strzeliński
166,217,males,general secondary,1789,10030210417000,Powiat strzeliński
167,217,males,"lower secondary, primary and incomplete primary",3189,10030210417000,Powiat strzeliński
168,217,males,post-secondary and vocational secondary,4493,10030210417000,Powiat strzeliński
169,217,males,tertiary,2229,10030210417000,Powiat strzeliński
170,218,females,basic vocational or basic sectoral vocational,4501,10030210418000,Powiat średzki
171,218,females,general secondary,3011,10030210418000,Powiat średzki
172,218,females,"lower secondary, primary and incomplete primary",4910,10030210418000,Powiat średzki
173,218,females,post-secondary and vocational secondary,4687,10030210418000,Powiat średzki
174,218,females,tertiary,6328,10030210418000,Powiat średzki
175,218,males,basic vocational or basic sectoral vocational,7145,10030210418000,Powiat średzki
176,218,males,general secondary,2248,10030210418000,Powiat średzki
177,218,males,"lower secondary, primary and incomplete primary",4497,10030210418000,Powiat średzki
178,218,males,post-secondary and vocational secondary,4958,10030210418000,Powiat średzki
179,218,males,tertiary,4012,10030210418000,Powiat średzki
180,219,females,basic vocational or basic sectoral vocational,13026,10030210319000,Powiat świdnicki
181,219,females,general secondary,8927,10030210319000,Powiat świdnicki
182,219,females,"lower secondary, primary and incomplete primary",12489,10030210319000,Powiat świdnicki
183,219,females,post-secondary and vocational secondary,13769,10030210319000,Powiat świdnicki
184,219,females,tertiary,16590,10030210319000,Powiat świdnicki
185,219,males,basic vocational or basic sectoral vocational,18167,10030210319000,Powiat świdnicki
186,219,males,general secondary,5508,10030210319000,Powiat świdnicki
187,219,males,"lower secondary, primary and incomplete primary",10921,10030210319000,Powiat świdnicki
188,219,males,post-secondary and vocational secondary,15120,10030210319000,Powiat świdnicki
189,219,males,tertiary,10616,10030210319000,Powiat świdnicki
190,220,females,basic vocational or basic sectoral vocational,7299,10030210420000,Powiat trzebnicki
191,220,females,general secondary,4882,10030210420000,Powiat trzebnicki
192,220,females,"lower secondary, primary and incomplete primary",6911,10030210420000,Powiat trzebnicki
193,220,females,post-secondary and vocational secondary,6372,10030210420000,Powiat trzebnicki
194,220,females,tertiary,9916,10030210420000,Powiat trzebnicki
195,220,males,basic vocational or basic sectoral vocational,11141,10030210420000,Powiat trzebnicki
196,220,males,general secondary,3551,10030210420000,Powiat trzebnicki
197,220,males,"lower secondary, primary and incomplete primary",6181,10030210420000,Powiat trzebnicki
198,220,males,post-secondary and vocational secondary,7083,10030210420000,Powiat trzebnicki
199,220,males,tertiary,6298,10030210420000,Powiat trzebnicki
200,221,females,basic vocational or basic sectoral vocational,4882,10030210321000,Powiat wałbrzyski
201,221,females,general secondary,3279,10030210321000,Powiat wałbrzyski
202,221,females,"lower secondary, primary and incomplete primary",5437,10030210321000,Powiat wałbrzyski
203,221,females,post-secondary and vocational secondary,4413,10030210321000,Powiat wałbrzyski
204,221,females,tertiary,5116,10030210321000,Powiat wałbrzyski
205,221,males,basic vocational or basic sectoral vocational,6960,10030210321000,Powiat wałbrzyski
206,221,males,general secondary,1972,10030210321000,Powiat wałbrzyski
207,221,males,"lower secondary, primary and incomplete primary",4480,10030210321000,Powiat wałbrzyski
208,221,males,post-secondary and vocational secondary,4830,10030210321000,Powiat wałbrzyski
209,221,males,tertiary,3102,10030210321000,Powiat wałbrzyski
210,222,females,basic vocational or basic sectoral vocational,3834,10030210422000,Powiat wołowski
211,222,females,general secondary,2506,10030210422000,Powiat wołowski
212,222,females,"lower secondary, primary and incomplete primary",3814,10030210422000,Powiat wołowski
213,222,females,post-secondary and vocational secondary,4138,10030210422000,Powiat wołowski
214,222,females,tertiary,4849,10030210422000,Powiat wołowski
215,222,males,basic vocational or basic sectoral vocational,5812,10030210422000,Powiat wołowski
216,222,males,general secondary,1807,10030210422000,Powiat wołowski
217,222,males,"lower secondary, primary and incomplete primary",3244,10030210422000,Powiat wołowski
218,222,males,post-secondary and vocational secondary,4763,10030210422000,Powiat wołowski
219,222,males,tertiary,2817,10030210422000,Powiat wołowski
220,223,females,basic vocational or basic sectoral vocational,8820,10030210423000,Powiat wrocławski
221,223,females,general secondary,8862,10030210423000,Powiat wrocławski
222,223,females,"lower secondary, primary and incomplete primary",11333,10030210423000,Powiat wrocławski
223,223,females,post-secondary and vocational secondary,10471,10030210423000,Powiat wrocławski
224,223,females,tertiary,29055,10030210423000,Powiat wrocławski
225,223,males,basic vocational or basic sectoral vocational,13510,10030210423000,Powiat wrocławski
226,223,males,general secondary,7264,10030210423000,Powiat wrocławski
227,223,males,"lower secondary, primary and incomplete primary",10843,10030210423000,Powiat wrocławski
228,223,males,post-secondary and vocational secondary,13100,10030210423000,Powiat wrocławski
229,223,males,tertiary,21322,10030210423000,Powiat wrocławski
230,224,females,basic vocational or basic sectoral vocational,5126,10030210324000,Powiat ząbkowicki
231,224,females,general secondary,3660,10030210324000,Powiat ząbkowicki
232,224,females,"lower secondary, primary and incomplete primary",5477,10030210324000,Powiat ząbkowicki
233,224,females,post-secondary and vocational secondary,6220,10030210324000,Powiat ząbkowicki
234,224,females,tertiary,5726,10030210324000,Powiat ząbkowicki
235,224,males,basic vocational or basic sectoral vocational,8098,10030210324000,Powiat ząbkowicki
236,224,males,general secondary,2102,10030210324000,Powiat ząbkowicki
237,224,males,"lower secondary, primary and incomplete primary",4623,10030210324000,Powiat ząbkowicki
238,224,males,post-secondary and vocational secondary,6970,10030210324000,Powiat ząbkowicki
239,224,males,tertiary,3219,10030210324000,Powiat ząbkowicki
240,225,females,basic vocational or basic sectoral vocational,7780,10030210125000,Powiat zgorzelecki
241,225,females,general secondary,5329,10030210125000,Powiat zgorzelecki
242,225,females,"lower secondary, primary and incomplete primary",8092,10030210125000,Powiat zgorzelecki
243,225,females,post-secondary and vocational secondary,7706,10030210125000,Powiat zgorzelecki
244,225,females,tertiary,7888,10030210125000,Powiat zgorzelecki
245,225,males,basic vocational or basic sectoral vocational,10855,10030210125000,Powiat zgorzelecki
246,225,males,general secondary,3443,10030210125000,Powiat zgorzelecki
247,225,males,"lower secondary, primary and incomplete primary",6823,10030210125000,Powiat zgorzelecki
248,225,males,post-secondary and vocational secondary,8665,10030210125000,Powiat zgorzelecki
249,225,males,tertiary,5137,10030210125000,Powiat zgorzelecki
250,226,females,basic vocational or basic sectoral vocational,4180,10030210126000,Powiat złotoryjski
251,226,females,general secondary,2141,10030210126000,Powiat złotoryjski
252,226,females,"lower secondary, primary and incomplete primary",4033,10030210126000,Powiat złotoryjski
253,226,females,post-secondary and vocational secondary,3465,10030210126000,Powiat złotoryjski
254,226,females,tertiary,3689,10030210126000,Powiat złotoryjski
255,226,males,basic vocational or basic sectoral vocational,6070,10030210126000,Powiat złotoryjski
256,226,males,general secondary,1302,10030210126000,Powiat złotoryjski
257,226,males,"lower secondary, primary and incomplete primary",3532,10030210126000,Powiat złotoryjski
258,226,males,post-secondary and vocational secondary,3773,10030210126000,Powiat złotoryjski
259,226,males,tertiary,2217,10030210126000,Powiat złotoryjski
260,261,females,basic vocational or basic sectoral vocational,5844,10030210161000,Powiat m. Jelenia Góra
261,261,females,general secondary,5075,10030210161000,Powiat m. Jelenia Góra
262,261,females,"lower secondary, primary and incomplete primary",5090,10030210161000,Powiat m. Jelenia Góra
263,261,females,post-secondary and vocational secondary,7350,10030210161000,Powiat m. Jelenia Góra
264,261,females,tertiary,10613,10030210161000,Powiat m. Jelenia Góra
265,261,males,basic vocational or basic sectoral vocational,7554,10030210161000,Powiat m. Jelenia Góra
266,261,males,general secondary,3222,10030210161000,Powiat m. Jelenia Góra
267,261,males,"lower secondary, primary and incomplete primary",4274,10030210161000,Powiat m. Jelenia Góra
268,261,males,post-secondary and vocational secondary,7306,10030210161000,Powiat m. Jelenia Góra
269,261,males,tertiary,7122,10030210161000,Powiat m. Jelenia Góra
270,262,females,basic vocational or basic sectoral vocational,7196,10030210262000,Powiat m. Legnica
271,262,females,general secondary,5836,10030210262000,Powiat m. Legnica
272,262,females,"lower secondary, primary and incomplete primary",6782,10030210262000,Powiat m. Legnica
273,262,females,post-secondary and vocational secondary,8424,10030210262000,Powiat m. Legnica
274,262,females,tertiary,12556,10030210262000,Powiat m. Legnica
275,262,males,basic vocational or basic sectoral vocational,9251,10030210262000,Powiat m. Legnica
276,262,males,general secondary,3936,10030210262000,Powiat m. Legnica
277,262,males,"lower secondary, primary and incomplete primary",5870,10030210262000,Powiat m. Legnica
278,262,males,post-secondary and vocational secondary,8869,10030210262000,Powiat m. Legnica
279,262,males,tertiary,8251,10030210262000,Powiat m. Legnica
280,264,females,basic vocational or basic sectoral vocational,30378,10030210564000,Powiat m. Wrocław
281,264,females,general secondary,42869,10030210564000,Powiat m. Wrocław
282,264,females,"lower secondary, primary and incomplete primary",32842,10030210564000,Powiat m. Wrocław
283,264,females,post-secondary and vocational secondary,44290,10030210564000,Powiat m. Wrocław
284,264,females,tertiary,140753,10030210564000,Powiat m. Wrocław
285,264,males,basic vocational or basic sectoral vocational,40408,10030210564000,Powiat m. Wrocław
286,264,males,general secondary,33332,10030210564000,Powiat m. Wrocław
287,264,males,"lower secondary, primary and incomplete primary",28232,10030210564000,Powiat m. Wrocław
288,264,males,post-secondary and vocational secondary,48814,10030210564000,Powiat m. Wrocław
289,264,males,tertiary,106341,10030210564000,Powiat m. Wrocław
290,265,females,basic vocational or basic sectoral vocational,9397,10030210365000,Powiat m. Wałbrzych
291,265,females,general secondary,6855,10030210365000,Powiat m. Wałbrzych
292,265,females,"lower secondary, primary and incomplete primary",9622,10030210365000,Powiat m. Wałbrzych
293,265,females,post-secondary and vocational secondary,8574,10030210365000,Powiat m. Wałbrzych
294,265,females,tertiary,11112,10030210365000,Powiat m. Wałbrzych
295,265,males,basic vocational or basic sectoral vocational,12274,10030210365000,Powiat m. Wałbrzych
296,265,males,general secondary,3991,10030210365000,Powiat m. Wałbrzych
297,265,males,"lower secondary, primary and incomplete primary",7347,10030210365000,Powiat m. Wałbrzych
298,265,males,post-secondary and vocational secondary,9236,10030210365000,Powiat m. Wałbrzych
299,265,males,tertiary,7216,10030210365000,Powiat m. Wałbrzych
300,401,females,basic vocational or basic sectoral vocational,5328,10040410801000,Powiat aleksandrowski
301,401,females,general secondary,3150,10040410801000,Powiat aleksandrowski
302,401,females,"lower secondary, primary and incomplete primary",4826,10040410801000,Powiat aleksandrowski
303,401,females,post-secondary and vocational secondary,4208,10040410801000,Powiat aleksandrowski
304,401,females,tertiary,5208,10040410801000,Powiat aleksandrowski
305,401,males,basic vocational or basic sectoral vocational,7528,10040410801000,Powiat aleksandrowski
306,401,males,general secondary,2082,10040410801000,Powiat aleksandrowski
307,401,males,"lower secondary, primary and incomplete primary",4457,10040410801000,Powiat aleksandrowski
308,401,males,post-secondary and vocational secondary,4708,10040410801000,Powiat aleksandrowski
309,401,males,tertiary,2893,10040410801000,Powiat aleksandrowski
310,402,females,basic vocational or basic sectoral vocational,7126,10040410702000,Powiat brodnicki
311,402,females,general secondary,3913,10040410702000,Powiat brodnicki
312,402,females,"lower secondary, primary and incomplete primary",8189,10040410702000,Powiat brodnicki
313,402,females,post-secondary and vocational secondary,6215,10040410702000,Powiat brodnicki
314,402,females,tertiary,6497,10040410702000,Powiat brodnicki
315,402,males,basic vocational or basic sectoral vocational,11400,10040410702000,Powiat brodnicki
316,402,males,general secondary,2878,10040410702000,Powiat brodnicki
317,402,males,"lower secondary, primary and incomplete primary",7081,10040410702000,Powiat brodnicki
318,402,males,post-secondary and vocational secondary,6128,10040410702000,Powiat brodnicki
319,402,males,tertiary,3943,10040410702000,Powiat brodnicki
320,403,females,basic vocational or basic sectoral vocational,9284,10040410603000,Powiat bydgoski
321,403,females,general secondary,6621,10040410603000,Powiat bydgoski
322,403,females,"lower secondary, primary and incomplete primary",9646,10040410603000,Powiat bydgoski
323,403,females,post-secondary and vocational secondary,8133,10040410603000,Powiat bydgoski
324,403,females,tertiary,15658,10040410603000,Powiat bydgoski
325,403,males,basic vocational or basic sectoral vocational,14136,10040410603000,Powiat bydgoski
326,403,males,general secondary,4355,10040410603000,Powiat bydgoski
327,403,males,"lower secondary, primary and incomplete primary",8898,10040410603000,Powiat bydgoski
328,403,males,post-secondary and vocational secondary,10215,10040410603000,Powiat bydgoski
329,403,males,tertiary,10861,10040410603000,Powiat bydgoski
330,404,females,basic vocational or basic sectoral vocational,5203,10040410704000,Powiat chełmiński
331,404,females,general secondary,2669,10040410704000,Powiat chełmiński
332,404,females,"lower secondary, primary and incomplete primary",5284,10040410704000,Powiat chełmiński
333,404,females,post-secondary and vocational secondary,3750,10040410704000,Powiat chełmiński
334,404,females,tertiary,3830,10040410704000,Powiat chełmiński
335,404,males,basic vocational or basic sectoral vocational,7169,10040410704000,Powiat chełmiński
336,404,males,general secondary,1908,10040410704000,Powiat chełmiński
337,404,males,"lower secondary, primary and incomplete primary",4602,10040410704000,Powiat chełmiński
338,404,males,post-secondary and vocational secondary,3823,10040410704000,Powiat chełmiński
339,404,males,tertiary,2335,10040410704000,Powiat chełmiński
340,405,females,basic vocational or basic sectoral vocational,4074,10040410705000,Powiat golubsko-dobrzyński
341,405,females,general secondary,2961,10040410705000,Powiat golubsko-dobrzyński
342,405,females,"lower secondary, primary and incomplete primary",4740,10040410705000,Powiat golubsko-dobrzyński
343,405,females,post-secondary and vocational secondary,2987,10040410705000,Powiat golubsko-dobrzyński
344,405,females,tertiary,3336,10040410705000,Powiat golubsko-dobrzyński
345,405,males,basic vocational or basic sectoral vocational,6504,10040410705000,Powiat golubsko-dobrzyński
346,405,males,general secondary,1971,10040410705000,Powiat golubsko-dobrzyński
347,405,males,"lower secondary, primary and incomplete primary",4201,10040410705000,Powiat golubsko-dobrzyński
348,405,males,post-secondary and vocational secondary,3328,10040410705000,Powiat golubsko-dobrzyński
349,405,males,tertiary,1866,10040410705000,Powiat golubsko-dobrzyński
350,406,females,basic vocational or basic sectoral vocational,3649,10040410706000,Powiat grudziądzki
351,406,females,general secondary,2024,10040410706000,Powiat grudziądzki
352,406,females,"lower secondary, primary and incomplete primary",4488,10040410706000,Powiat grudziądzki
353,406,females,post-secondary and vocational secondary,2743,10040410706000,Powiat grudziądzki
354,406,females,tertiary,2853,10040410706000,Powiat grudziądzki
355,406,males,basic vocational or basic sectoral vocational,5753,10040410706000,Powiat grudziądzki
356,406,males,general secondary,1459,10040410706000,Powiat grudziądzki
357,406,males,"lower secondary, primary and incomplete primary",3993,10040410706000,Powiat grudziądzki
358,406,males,post-secondary and vocational secondary,3028,10040410706000,Powiat grudziądzki
359,406,males,tertiary,1699,10040410706000,Powiat grudziądzki
360,407,females,basic vocational or basic sectoral vocational,14359,10040416707000,Powiat inowrocławski
361,407,females,general secondary,9378,10040416707000,Powiat inowrocławski
362,407,females,"lower secondary, primary and incomplete primary",14462,10040416707000,Powiat inowrocławski
363,407,females,post-secondary and vocational secondary,14100,10040416707000,Powiat inowrocławski
364,407,females,tertiary,13739,10040416707000,Powiat inowrocławski
365,407,males,basic vocational or basic sectoral vocational,20996,10040416707000,Powiat inowrocławski
366,407,males,general secondary,6306,10040416707000,Powiat inowrocławski
367,407,males,"lower secondary, primary and incomplete primary",11339,10040416707000,Powiat inowrocławski
368,407,males,post-secondary and vocational secondary,14468,10040416707000,Powiat inowrocławski
369,407,males,tertiary,8691,10040416707000,Powiat inowrocławski
370,408,females,basic vocational or basic sectoral vocational,5552,10040410808000,Powiat lipnowski
371,408,females,general secondary,3668,10040410808000,Powiat lipnowski
372,408,females,"lower secondary, primary and incomplete primary",7753,10040410808000,Powiat lipnowski
373,408,females,post-secondary and vocational secondary,4454,10040410808000,Powiat lipnowski
374,408,females,tertiary,4851,10040410808000,Powiat lipnowski
375,408,males,basic vocational or basic sectoral vocational,8877,10040410808000,Powiat lipnowski
376,408,males,general secondary,2183,10040410808000,Powiat lipnowski
377,408,males,"lower secondary, primary and incomplete primary",7012,10040410808000,Powiat lipnowski
378,408,males,post-secondary and vocational secondary,5248,10040410808000,Powiat lipnowski
